"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"21/02/2025 10:00:00 - 21/02/2025 11:00:00","BZN|NL","Without sequence","76.44","",""
"21/02/2025 11:00:00 - 21/02/2025 12:00:00","BZN|NL","Without sequence","65.0","",""
"21/02/2025 12:00:00 - 21/02/2025 13:00:00","BZN|NL","Without sequence","63.2","",""
"21/02/2025 13:00:00 - 21/02/2025 14:00:00","BZN|NL","Without sequence","69.47","",""
"21/02/2025 14:00:00 - 21/02/2025 15:00:00","BZN|NL","Without sequence","75.49","",""
"21/02/2025 15:00:00 - 21/02/2025 16:00:00","BZN|NL","Without sequence","93.09","",""
"21/02/2025 16:00:00 - 21/02/2025 17:00:00","BZN|NL","Without sequence","98.77","",""
"21/02/2025 17:00:00 - 21/02/2025 18:00:00","BZN|NL","Without sequence","101.13","",""
"21/02/2025 18:00:00 - 21/02/2025 19:00:00","BZN|NL","Without sequence","85.01","",""
"21/02/2025 19:00:00 - 21/02/2025 20:00:00","BZN|NL","Without sequence","82.01","",""
"21/02/2025 20:00:00 - 21/02/2025 21:00:00","BZN|NL","Without sequence","71.33","",""
"21/02/2025 21:00:00 - 21/02/2025 22:00:00","BZN|NL","Without sequence","70.89","",""
"21/02/2025 22:00:00 - 21/02/2025 23:00:00","BZN|NL","Without sequence","66.09","",""
"21/02/2025 23:00:00 - 22/02/2025 00:00:00","BZN|NL","Without sequence","53.83","",""
"22/02/2025 00:00:00 - 22/02/2025 01:00:00","BZN|NL","Without sequence","49.16","",""
"22/02/2025 01:00:00 - 22/02/2025 02:00:00","BZN|NL","Without sequence","47.7","",""
"22/02/2025 02:00:00 - 22/02/2025 03:00:00","BZN|NL","Without sequence","41.34","",""
"22/02/2025 03:00:00 - 22/02/2025 04:00:00","BZN|NL","Without sequence","39.79","",""
"22/02/2025 04:00:00 - 22/02/2025 05:00:00","BZN|NL","Without sequence","50.14","",""
"22/02/2025 05:00:00 - 22/02/2025 06:00:00","BZN|NL","Without sequence","53.31","",""
"22/02/2025 06:00:00 - 22/02/2025 07:00:00","BZN|NL","Without sequence","64.9","",""
"22/02/2025 07:00:00 - 22/02/2025 08:00:00","BZN|NL","Without sequence","70.0","",""
"22/02/2025 08:00:00 - 22/02/2025 09:00:00","BZN|NL","Without sequence","80.0","",""
"22/02/2025 09:00:00 - 22/02/2025 10:00:00","BZN|NL","Without sequence","82.75","",""
"22/02/2025 10:00:00 - 22/02/2025 11:00:00","BZN|NL","Without sequence","85.0","",""
"22/02/2025 11:00:00 - 22/02/2025 12:00:00","BZN|NL","Without sequence","90.25","",""
"22/02/2025 12:00:00 - 22/02/2025 13:00:00","BZN|NL","Without sequence","66.61","",""
"22/02/2025 13:00:00 - 22/02/2025 14:00:00","BZN|NL","Without sequence","67.45","",""
"22/02/2025 14:00:00 - 22/02/2025 15:00:00","BZN|NL","Without sequence","81.68","",""
"22/02/2025 15:00:00 - 22/02/2025 16:00:00","BZN|NL","Without sequence","97.75","",""
"22/02/2025 16:00:00 - 22/02/2025 17:00:00","BZN|NL","Without sequence","131.8","",""
"22/02/2025 17:00:00 - 22/02/2025 18:00:00","BZN|NL","Without sequence","146.0","",""
"22/02/2025 18:00:00 - 22/02/2025 19:00:00","BZN|NL","Without sequence","153.65","",""
"22/02/2025 19:00:00 - 22/02/2025 20:00:00","BZN|NL","Without sequence","147.21","",""
"22/02/2025 20:00:00 - 22/02/2025 21:00:00","BZN|NL","Without sequence","116.18","",""
"22/02/2025 21:00:00 - 22/02/2025 22:00:00","BZN|NL","Without sequence","122.0","",""
"22/02/2025 22:00:00 - 22/02/2025 23:00:00","BZN|NL","Without sequence","119.48","",""
"22/02/2025 23:00:00 - 23/02/2025 00:00:00","BZN|NL","Without sequence","106.0","",""
"23/02/2025 00:00:00 - 23/02/2025 01:00:00","BZN|NL","Without sequence","92.6","",""
"23/02/2025 01:00:00 - 23/02/2025 02:00:00","BZN|NL","Without sequence","87.02","",""
"23/02/2025 02:00:00 - 23/02/2025 03:00:00","BZN|NL","Without sequence","83.63","",""
"23/02/2025 03:00:00 - 23/02/2025 04:00:00","BZN|NL","Without sequence","84.3","",""
"23/02/2025 04:00:00 - 23/02/2025 05:00:00","BZN|NL","Without sequence","85.79","",""
"23/02/2025 05:00:00 - 23/02/2025 06:00:00","BZN|NL","Without sequence","86.62","",""
"23/02/2025 06:00:00 - 23/02/2025 07:00:00","BZN|NL","Without sequence","103.35","",""
"23/02/2025 07:00:00 - 23/02/2025 08:00:00","BZN|NL","Without sequence","106.22","",""
"23/02/2025 08:00:00 - 23/02/2025 09:00:00","BZN|NL","Without sequence","93.0","",""
"23/02/2025 09:00:00 - 23/02/2025 10:00:00","BZN|NL","Without sequence","76.13","",""
"23/02/2025 10:00:00 - 23/02/2025 11:00:00","BZN|NL","Without sequence","60.46","",""
"23/02/2025 11:00:00 - 23/02/2025 12:00:00","BZN|NL","Without sequence","49.81","",""
"23/02/2025 12:00:00 - 23/02/2025 13:00:00","BZN|NL","Without sequence","33.35","",""
"23/02/2025 13:00:00 - 23/02/2025 14:00:00","BZN|NL","Without sequence","30.79","",""
"23/02/2025 14:00:00 - 23/02/2025 15:00:00","BZN|NL","Without sequence","43.81","",""
"23/02/2025 15:00:00 - 23/02/2025 16:00:00","BZN|NL","Without sequence","75.7","",""
"23/02/2025 16:00:00 - 23/02/2025 17:00:00","BZN|NL","Without sequence","135.59","",""
"23/02/2025 17:00:00 - 23/02/2025 18:00:00","BZN|NL","Without sequence","143.39","",""
"23/02/2025 18:00:00 - 23/02/2025 19:00:00","BZN|NL","Without sequence","117.55","",""
"23/02/2025 19:00:00 - 23/02/2025 20:00:00","BZN|NL","Without sequence","95.61","",""
"23/02/2025 20:00:00 - 23/02/2025 21:00:00","BZN|NL","Without sequence","77.19","",""
"23/02/2025 21:00:00 - 23/02/2025 22:00:00","BZN|NL","Without sequence","67.97","",""
"23/02/2025 22:00:00 - 23/02/2025 23:00:00","BZN|NL","Without sequence","60.1","",""
"23/02/2025 23:00:00 - 24/02/2025 00:00:00","BZN|NL","Without sequence","10.0","",""
"24/02/2025 00:00:00 - 24/02/2025 01:00:00","BZN|NL","Without sequence","11.89","",""
"24/02/2025 01:00:00 - 24/02/2025 02:00:00","BZN|NL","Without sequence","12.43","",""
"24/02/2025 02:00:00 - 24/02/2025 03:00:00","BZN|NL","Without sequence","7.68","",""
"24/02/2025 03:00:00 - 24/02/2025 04:00:00","BZN|NL","Without sequence","3.93","",""
"24/02/2025 04:00:00 - 24/02/2025 05:00:00","BZN|NL","Without sequence","7.0","",""
"24/02/2025 05:00:00 - 24/02/2025 06:00:00","BZN|NL","Without sequence","52.0","",""
"24/02/2025 06:00:00 - 24/02/2025 07:00:00","BZN|NL","Without sequence","89.29","",""
"24/02/2025 07:00:00 - 24/02/2025 08:00:00","BZN|NL","Without sequence","110.33","",""
"24/02/2025 08:00:00 - 24/02/2025 09:00:00","BZN|NL","Without sequence","95.5","",""
"24/02/2025 09:00:00 - 24/02/2025 10:00:00","BZN|NL","Without sequence","81.86","",""
"24/02/2025 10:00:00 - 24/02/2025 11:00:00","BZN|NL","Without sequence","85.0","",""
"24/02/2025 11:00:00 - 24/02/2025 12:00:00","BZN|NL","Without sequence","83.04","",""
"24/02/2025 12:00:00 - 24/02/2025 13:00:00","BZN|NL","Without sequence","84.19","",""
"24/02/2025 13:00:00 - 24/02/2025 14:00:00","BZN|NL","Without sequence","87.36","",""
"24/02/2025 14:00:00 - 24/02/2025 15:00:00","BZN|NL","Without sequence","93.2","",""
"24/02/2025 15:00:00 - 24/02/2025 16:00:00","BZN|NL","Without sequence","103.55","",""
"24/02/2025 16:00:00 - 24/02/2025 17:00:00","BZN|NL","Without sequence","114.53","",""
"24/02/2025 17:00:00 - 24/02/2025 18:00:00","BZN|NL","Without sequence","140.7","",""
"24/02/2025 18:00:00 - 24/02/2025 19:00:00","BZN|NL","Without sequence","150.71","",""
"24/02/2025 19:00:00 - 24/02/2025 20:00:00","BZN|NL","Without sequence","130.66","",""
"24/02/2025 20:00:00 - 24/02/2025 21:00:00","BZN|NL","Without sequence","113.0","",""
"24/02/2025 21:00:00 - 24/02/2025 22:00:00","BZN|NL","Without sequence","111.96","",""
"24/02/2025 22:00:00 - 24/02/2025 23:00:00","BZN|NL","Without sequence","106.85","",""
"24/02/2025 23:00:00 - 25/02/2025 00:00:00","BZN|NL","Without sequence","90.58","",""
"25/02/2025 00:00:00 - 25/02/2025 01:00:00","BZN|NL","Without sequence","89.97","",""
"25/02/2025 01:00:00 - 25/02/2025 02:00:00","BZN|NL","Without sequence","92.42","",""
"25/02/2025 02:00:00 - 25/02/2025 03:00:00","BZN|NL","Without sequence","92.44","",""
"25/02/2025 03:00:00 - 25/02/2025 04:00:00","BZN|NL","Without sequence","94.32","",""
"25/02/2025 04:00:00 - 25/02/2025 05:00:00","BZN|NL","Without sequence","103.5","",""
"25/02/2025 05:00:00 - 25/02/2025 06:00:00","BZN|NL","Without sequence","140.0","",""
"25/02/2025 06:00:00 - 25/02/2025 07:00:00","BZN|NL","Without sequence","159.41","",""
"25/02/2025 07:00:00 - 25/02/2025 08:00:00","BZN|NL","Without sequence","166.48","",""
"25/02/2025 08:00:00 - 25/02/2025 09:00:00","BZN|NL","Without sequence","149.61","",""
"25/02/2025 09:00:00 - 25/02/2025 10:00:00","BZN|NL","Without sequence","134.88","",""
"25/02/2025 10:00:00 - 25/02/2025 11:00:00","BZN|NL","Without sequence","121.83","",""
"25/02/2025 11:00:00 - 25/02/2025 12:00:00","BZN|NL","Without sequence","118.5","",""
"25/02/2025 12:00:00 - 25/02/2025 13:00:00","BZN|NL","Without sequence","117.56","",""
"25/02/2025 13:00:00 - 25/02/2025 14:00:00","BZN|NL","Without sequence","124.39","",""
"25/02/2025 14:00:00 - 25/02/2025 15:00:00","BZN|NL","Without sequence","134.67","",""
"25/02/2025 15:00:00 - 25/02/2025 16:00:00","BZN|NL","Without sequence","157.96","",""
"25/02/2025 16:00:00 - 25/02/2025 17:00:00","BZN|NL","Without sequence","194.93","",""
"25/02/2025 17:00:00 - 25/02/2025 18:00:00","BZN|NL","Without sequence","215.8","",""
"25/02/2025 18:00:00 - 25/02/2025 19:00:00","BZN|NL","Without sequence","179.45","",""
"25/02/2025 19:00:00 - 25/02/2025 20:00:00","BZN|NL","Without sequence","154.28","",""
"25/02/2025 20:00:00 - 25/02/2025 21:00:00","BZN|NL","Without sequence","138.97","",""
"25/02/2025 21:00:00 - 25/02/2025 22:00:00","BZN|NL","Without sequence","126.41","",""
"25/02/2025 22:00:00 - 25/02/2025 23:00:00","BZN|NL","Without sequence","112.09","",""
"25/02/2025 23:00:00 - 26/02/2025 00:00:00","BZN|NL","Without sequence","119.08","",""
"26/02/2025 00:00:00 - 26/02/2025 01:00:00","BZN|NL","Without sequence","113.54","",""
"26/02/2025 01:00:00 - 26/02/2025 02:00:00","BZN|NL","Without sequence","112.78","",""
"26/02/2025 02:00:00 - 26/02/2025 03:00:00","BZN|NL","Without sequence","110.85","",""
"26/02/2025 03:00:00 - 26/02/2025 04:00:00","BZN|NL","Without sequence","111.69","",""
"26/02/2025 04:00:00 - 26/02/2025 05:00:00","BZN|NL","Without sequence","113.89","",""
"26/02/2025 05:00:00 - 26/02/2025 06:00:00","BZN|NL","Without sequence","128.45","",""
"26/02/2025 06:00:00 - 26/02/2025 07:00:00","BZN|NL","Without sequence","156.72","",""
"26/02/2025 07:00:00 - 26/02/2025 08:00:00","BZN|NL","Without sequence","168.15","",""
"26/02/2025 08:00:00 - 26/02/2025 09:00:00","BZN|NL","Without sequence","154.85","",""
"26/02/2025 09:00:00 - 26/02/2025 10:00:00","BZN|NL","Without sequence","133.11","",""
"26/02/2025 10:00:00 - 26/02/2025 11:00:00","BZN|NL","Without sequence","100.0","",""
"26/02/2025 11:00:00 - 26/02/2025 12:00:00","BZN|NL","Without sequence","85.49","",""
"26/02/2025 12:00:00 - 26/02/2025 13:00:00","BZN|NL","Without sequence","80.0","",""
"26/02/2025 13:00:00 - 26/02/2025 14:00:00","BZN|NL","Without sequence","86.2","",""
"26/02/2025 14:00:00 - 26/02/2025 15:00:00","BZN|NL","Without sequence","115.8","",""
"26/02/2025 15:00:00 - 26/02/2025 16:00:00","BZN|NL","Without sequence","109.63","",""
"26/02/2025 16:00:00 - 26/02/2025 17:00:00","BZN|NL","Without sequence","145.96","",""
"26/02/2025 17:00:00 - 26/02/2025 18:00:00","BZN|NL","Without sequence","159.05","",""
"26/02/2025 18:00:00 - 26/02/2025 19:00:00","BZN|NL","Without sequence","152.12","",""
"26/02/2025 19:00:00 - 26/02/2025 20:00:00","BZN|NL","Without sequence","141.56","",""
"26/02/2025 20:00:00 - 26/02/2025 21:00:00","BZN|NL","Without sequence","118.44","",""
"26/02/2025 21:00:00 - 26/02/2025 22:00:00","BZN|NL","Without sequence","120.94","",""
"26/02/2025 22:00:00 - 26/02/2025 23:00:00","BZN|NL","Without sequence","112.58","",""
"26/02/2025 23:00:00 - 27/02/2025 00:00:00","BZN|NL","Without sequence","101.65","",""
"27/02/2025 00:00:00 - 27/02/2025 01:00:00","BZN|NL","Without sequence","103.81","",""
"27/02/2025 01:00:00 - 27/02/2025 02:00:00","BZN|NL","Without sequence","101.24","",""
"27/02/2025 02:00:00 - 27/02/2025 03:00:00","BZN|NL","Without sequence","99.6","",""
"27/02/2025 03:00:00 - 27/02/2025 04:00:00","BZN|NL","Without sequence","100.41","",""
"27/02/2025 04:00:00 - 27/02/2025 05:00:00","BZN|NL","Without sequence","105.62","",""
"27/02/2025 05:00:00 - 27/02/2025 06:00:00","BZN|NL","Without sequence","115.15","",""
"27/02/2025 06:00:00 - 27/02/2025 07:00:00","BZN|NL","Without sequence","151.24","",""
"27/02/2025 07:00:00 - 27/02/2025 08:00:00","BZN|NL","Without sequence","159.15","",""
"27/02/2025 08:00:00 - 27/02/2025 09:00:00","BZN|NL","Without sequence","140.0","",""
"27/02/2025 09:00:00 - 27/02/2025 10:00:00","BZN|NL","Without sequence","126.01","",""
"27/02/2025 10:00:00 - 27/02/2025 11:00:00","BZN|NL","Without sequence","108.12","",""
"27/02/2025 11:00:00 - 27/02/2025 12:00:00","BZN|NL","Without sequence","99.95","",""
"27/02/2025 12:00:00 - 27/02/2025 13:00:00","BZN|NL","Without sequence","97.5","",""
"27/02/2025 13:00:00 - 27/02/2025 14:00:00","BZN|NL","Without sequence","99.8","",""
"27/02/2025 14:00:00 - 27/02/2025 15:00:00","BZN|NL","Without sequence","100.0","",""
"27/02/2025 15:00:00 - 27/02/2025 16:00:00","BZN|NL","Without sequence","116.47","",""
"27/02/2025 16:00:00 - 27/02/2025 17:00:00","BZN|NL","Without sequence","144.51","",""
"27/02/2025 17:00:00 - 27/02/2025 18:00:00","BZN|NL","Without sequence","168.87","",""
"27/02/2025 18:00:00 - 27/02/2025 19:00:00","BZN|NL","Without sequence","146.0","",""
"27/02/2025 19:00:00 - 27/02/2025 20:00:00","BZN|NL","Without sequence","129.25","",""
"27/02/2025 20:00:00 - 27/02/2025 21:00:00","BZN|NL","Without sequence","104.9","",""
"27/02/2025 21:00:00 - 27/02/2025 22:00:00","BZN|NL","Without sequence","104.2","",""
"27/02/2025 22:00:00 - 27/02/2025 23:00:00","BZN|NL","Without sequence","105.26","",""
"27/02/2025 23:00:00 - 28/02/2025 00:00:00","BZN|NL","Without sequence","97.1","",""
"28/02/2025 00:00:00 - 28/02/2025 01:00:00","BZN|NL","Without sequence","110.54","",""
"28/02/2025 01:00:00 - 28/02/2025 02:00:00","BZN|NL","Without sequence","109.38","",""
"28/02/2025 02:00:00 - 28/02/2025 03:00:00","BZN|NL","Without sequence","106.58","",""
"28/02/2025 03:00:00 - 28/02/2025 04:00:00","BZN|NL","Without sequence","110.53","",""
"28/02/2025 04:00:00 - 28/02/2025 05:00:00","BZN|NL","Without sequence","111.12","",""
"28/02/2025 05:00:00 - 28/02/2025 06:00:00","BZN|NL","Without sequence","116.86","",""
"28/02/2025 06:00:00 - 28/02/2025 07:00:00","BZN|NL","Without sequence","148.83","",""
"28/02/2025 07:00:00 - 28/02/2025 08:00:00","BZN|NL","Without sequence","160.45","",""
"28/02/2025 08:00:00 - 28/02/2025 09:00:00","BZN|NL","Without sequence","141.07","",""
"28/02/2025 09:00:00 - 28/02/2025 10:00:00","BZN|NL","Without sequence","123.19","",""
"28/02/2025 10:00:00 - 28/02/2025 11:00:00","BZN|NL","Without sequence","110.0","",""
"28/02/2025 11:00:00 - 28/02/2025 12:00:00","BZN|NL","Without sequence","96.4","",""
"28/02/2025 12:00:00 - 28/02/2025 13:00:00","BZN|NL","Without sequence","91.5","",""
"28/02/2025 13:00:00 - 28/02/2025 14:00:00","BZN|NL","Without sequence","92.0","",""
"28/02/2025 14:00:00 - 28/02/2025 15:00:00","BZN|NL","Without sequence","101.15","",""
"28/02/2025 15:00:00 - 28/02/2025 16:00:00","BZN|NL","Without sequence","124.1","",""
"28/02/2025 16:00:00 - 28/02/2025 17:00:00","BZN|NL","Without sequence","147.72","",""
"28/02/2025 17:00:00 - 28/02/2025 18:00:00","BZN|NL","Without sequence","156.63","",""
"28/02/2025 18:00:00 - 28/02/2025 19:00:00","BZN|NL","Without sequence","158.0","",""
"28/02/2025 19:00:00 - 28/02/2025 20:00:00","BZN|NL","Without sequence","142.69","",""
"28/02/2025 20:00:00 - 28/02/2025 21:00:00","BZN|NL","Without sequence","131.31","",""
"28/02/2025 21:00:00 - 28/02/2025 22:00:00","BZN|NL","Without sequence","125.54","",""
"28/02/2025 22:00:00 - 28/02/2025 23:00:00","BZN|NL","Without sequence","117.21","",""
"28/02/2025 23:00:00 - 01/03/2025 00:00:00","BZN|NL","Without sequence","126.47","",""
"01/03/2025 00:00:00 - 01/03/2025 01:00:00","BZN|NL","Without sequence","119.47","",""
"01/03/2025 01:00:00 - 01/03/2025 02:00:00","BZN|NL","Without sequence","116.61","",""
"01/03/2025 02:00:00 - 01/03/2025 03:00:00","BZN|NL","Without sequence","109.9","",""
"01/03/2025 03:00:00 - 01/03/2025 04:00:00","BZN|NL","Without sequence","108.05","",""
"01/03/2025 04:00:00 - 01/03/2025 05:00:00","BZN|NL","Without sequence","111.88","",""
"01/03/2025 05:00:00 - 01/03/2025 06:00:00","BZN|NL","Without sequence","117.1","",""
"01/03/2025 06:00:00 - 01/03/2025 07:00:00","BZN|NL","Without sequence","133.82","",""
"01/03/2025 07:00:00 - 01/03/2025 08:00:00","BZN|NL","Without sequence","136.25","",""
"01/03/2025 08:00:00 - 01/03/2025 09:00:00","BZN|NL","Without sequence","133.48","",""
"01/03/2025 09:00:00 - 01/03/2025 10:00:00","BZN|NL","Without sequence","119.44","",""
"01/03/2025 10:00:00 - 01/03/2025 11:00:00","BZN|NL","Without sequence","106.43","",""
"01/03/2025 11:00:00 - 01/03/2025 12:00:00","BZN|NL","Without sequence","98.63","",""
"01/03/2025 12:00:00 - 01/03/2025 13:00:00","BZN|NL","Without sequence","91.41","",""
"01/03/2025 13:00:00 - 01/03/2025 14:00:00","BZN|NL","Without sequence","89.1","",""
"01/03/2025 14:00:00 - 01/03/2025 15:00:00","BZN|NL","Without sequence","96.4","",""
"01/03/2025 15:00:00 - 01/03/2025 16:00:00","BZN|NL","Without sequence","113.54","",""
"01/03/2025 16:00:00 - 01/03/2025 17:00:00","BZN|NL","Without sequence","134.81","",""
"01/03/2025 17:00:00 - 01/03/2025 18:00:00","BZN|NL","Without sequence","152.0","",""
"01/03/2025 18:00:00 - 01/03/2025 19:00:00","BZN|NL","Without sequence","146.76","",""
"01/03/2025 19:00:00 - 01/03/2025 20:00:00","BZN|NL","Without sequence","133.41","",""
"01/03/2025 20:00:00 - 01/03/2025 21:00:00","BZN|NL","Without sequence","125.43","",""
"01/03/2025 21:00:00 - 01/03/2025 22:00:00","BZN|NL","Without sequence","122.03","",""
"01/03/2025 22:00:00 - 01/03/2025 23:00:00","BZN|NL","Without sequence","119.92","",""
"01/03/2025 23:00:00 - 02/03/2025 00:00:00","BZN|NL","Without sequence","123.97","",""
"02/03/2025 00:00:00 - 02/03/2025 01:00:00","BZN|NL","Without sequence","107.72","",""
"02/03/2025 01:00:00 - 02/03/2025 02:00:00","BZN|NL","Without sequence","99.41","",""
"02/03/2025 02:00:00 - 02/03/2025 03:00:00","BZN|NL","Without sequence","93.19","",""
"02/03/2025 03:00:00 - 02/03/2025 04:00:00","BZN|NL","Without sequence","94.49","",""
"02/03/2025 04:00:00 - 02/03/2025 05:00:00","BZN|NL","Without sequence","94.3","",""
"02/03/2025 05:00:00 - 02/03/2025 06:00:00","BZN|NL","Without sequence","96.43","",""
"02/03/2025 06:00:00 - 02/03/2025 07:00:00","BZN|NL","Without sequence","103.0","",""
"02/03/2025 07:00:00 - 02/03/2025 08:00:00","BZN|NL","Without sequence","103.23","",""
"02/03/2025 08:00:00 - 02/03/2025 09:00:00","BZN|NL","Without sequence","89.0","",""
"02/03/2025 09:00:00 - 02/03/2025 10:00:00","BZN|NL","Without sequence","68.3","",""
"02/03/2025 10:00:00 - 02/03/2025 11:00:00","BZN|NL","Without sequence","49.0","",""
"02/03/2025 11:00:00 - 02/03/2025 12:00:00","BZN|NL","Without sequence","27.5","",""
"02/03/2025 12:00:00 - 02/03/2025 13:00:00","BZN|NL","Without sequence","-3.0","",""
"02/03/2025 13:00:00 - 02/03/2025 14:00:00","BZN|NL","Without sequence","-3.86","",""
"02/03/2025 14:00:00 - 02/03/2025 15:00:00","BZN|NL","Without sequence","50.7","",""
"02/03/2025 15:00:00 - 02/03/2025 16:00:00","BZN|NL","Without sequence","79.9","",""
"02/03/2025 16:00:00 - 02/03/2025 17:00:00","BZN|NL","Without sequence","122.02","",""
"02/03/2025 17:00:00 - 02/03/2025 18:00:00","BZN|NL","Without sequence","141.05","",""
"02/03/2025 18:00:00 - 02/03/2025 19:00:00","BZN|NL","Without sequence","146.38","",""
"02/03/2025 19:00:00 - 02/03/2025 20:00:00","BZN|NL","Without sequence","133.35","",""
"02/03/2025 20:00:00 - 02/03/2025 21:00:00","BZN|NL","Without sequence","120.44","",""
"02/03/2025 21:00:00 - 02/03/2025 22:00:00","BZN|NL","Without sequence","120.86","",""
"02/03/2025 22:00:00 - 02/03/2025 23:00:00","BZN|NL","Without sequence","112.83","",""
"02/03/2025 23:00:00 - 03/03/2025 00:00:00","BZN|NL","Without sequence","108.28","",""
"03/03/2025 00:00:00 - 03/03/2025 01:00:00","BZN|NL","Without sequence","103.85","",""
"03/03/2025 01:00:00 - 03/03/2025 02:00:00","BZN|NL","Without sequence","102.93","",""
"03/03/2025 02:00:00 - 03/03/2025 03:00:00","BZN|NL","Without sequence","99.8","",""
"03/03/2025 03:00:00 - 03/03/2025 04:00:00","BZN|NL","Without sequence","103.47","",""
"03/03/2025 04:00:00 - 03/03/2025 05:00:00","BZN|NL","Without sequence","116.81","",""
"03/03/2025 05:00:00 - 03/03/2025 06:00:00","BZN|NL","Without sequence","137.55","",""
"03/03/2025 06:00:00 - 03/03/2025 07:00:00","BZN|NL","Without sequence","163.0","",""
"03/03/2025 07:00:00 - 03/03/2025 08:00:00","BZN|NL","Without sequence","146.0","",""
"03/03/2025 08:00:00 - 03/03/2025 09:00:00","BZN|NL","Without sequence","90.0","",""
"03/03/2025 09:00:00 - 03/03/2025 10:00:00","BZN|NL","Without sequence","80.0","",""
"03/03/2025 10:00:00 - 03/03/2025 11:00:00","BZN|NL","Without sequence","6.4","",""
"03/03/2025 11:00:00 - 03/03/2025 12:00:00","BZN|NL","Without sequence","0.33","",""
"03/03/2025 12:00:00 - 03/03/2025 13:00:00","BZN|NL","Without sequence","-1.76","",""
"03/03/2025 13:00:00 - 03/03/2025 14:00:00","BZN|NL","Without sequence","60.47","",""
"03/03/2025 14:00:00 - 03/03/2025 15:00:00","BZN|NL","Without sequence","83.47","",""
"03/03/2025 15:00:00 - 03/03/2025 16:00:00","BZN|NL","Without sequence","106.3","",""
"03/03/2025 16:00:00 - 03/03/2025 17:00:00","BZN|NL","Without sequence","142.75","",""
"03/03/2025 17:00:00 - 03/03/2025 18:00:00","BZN|NL","Without sequence","180.05","",""
"03/03/2025 18:00:00 - 03/03/2025 19:00:00","BZN|NL","Without sequence","175.82","",""
"03/03/2025 19:00:00 - 03/03/2025 20:00:00","BZN|NL","Without sequence","150.28","",""
"03/03/2025 20:00:00 - 03/03/2025 21:00:00","BZN|NL","Without sequence","127.39","",""
"03/03/2025 21:00:00 - 03/03/2025 22:00:00","BZN|NL","Without sequence","125.1","",""
"03/03/2025 22:00:00 - 03/03/2025 23:00:00","BZN|NL","Without sequence","122.79","",""
"03/03/2025 23:00:00 - 04/03/2025 00:00:00","BZN|NL","Without sequence","121.29","",""
"04/03/2025 00:00:00 - 04/03/2025 01:00:00","BZN|NL","Without sequence","109.76","",""
"04/03/2025 01:00:00 - 04/03/2025 02:00:00","BZN|NL","Without sequence","103.99","",""
"04/03/2025 02:00:00 - 04/03/2025 03:00:00","BZN|NL","Without sequence","104.95","",""
"04/03/2025 03:00:00 - 04/03/2025 04:00:00","BZN|NL","Without sequence","100.62","",""
"04/03/2025 04:00:00 - 04/03/2025 05:00:00","BZN|NL","Without sequence","110.39","",""
"04/03/2025 05:00:00 - 04/03/2025 06:00:00","BZN|NL","Without sequence","138.11","",""
"04/03/2025 06:00:00 - 04/03/2025 07:00:00","BZN|NL","Without sequence","169.62","",""
"04/03/2025 07:00:00 - 04/03/2025 08:00:00","BZN|NL","Without sequence","141.95","",""
"04/03/2025 08:00:00 - 04/03/2025 09:00:00","BZN|NL","Without sequence","122.0","",""
"04/03/2025 09:00:00 - 04/03/2025 10:00:00","BZN|NL","Without sequence","89.97","",""
"04/03/2025 10:00:00 - 04/03/2025 11:00:00","BZN|NL","Without sequence","30.0","",""
"04/03/2025 11:00:00 - 04/03/2025 12:00:00","BZN|NL","Without sequence","-3.0","",""
"04/03/2025 12:00:00 - 04/03/2025 13:00:00","BZN|NL","Without sequence","4.04","",""
"04/03/2025 13:00:00 - 04/03/2025 14:00:00","BZN|NL","Without sequence","51.78","",""
"04/03/2025 14:00:00 - 04/03/2025 15:00:00","BZN|NL","Without sequence","81.52","",""
"04/03/2025 15:00:00 - 04/03/2025 16:00:00","BZN|NL","Without sequence","109.0","",""
"04/03/2025 16:00:00 - 04/03/2025 17:00:00","BZN|NL","Without sequence","142.58","",""
"04/03/2025 17:00:00 - 04/03/2025 18:00:00","BZN|NL","Without sequence","173.93","",""
"04/03/2025 18:00:00 - 04/03/2025 19:00:00","BZN|NL","Without sequence","163.95","",""
"04/03/2025 19:00:00 - 04/03/2025 20:00:00","BZN|NL","Without sequence","133.4","",""
"04/03/2025 20:00:00 - 04/03/2025 21:00:00","BZN|NL","Without sequence","114.85","",""
"04/03/2025 21:00:00 - 04/03/2025 22:00:00","BZN|NL","Without sequence","114.29","",""
"04/03/2025 22:00:00 - 04/03/2025 23:00:00","BZN|NL","Without sequence","107.29","",""
"04/03/2025 23:00:00 - 05/03/2025 00:00:00","BZN|NL","Without sequence","92.0","",""
"05/03/2025 00:00:00 - 05/03/2025 01:00:00","BZN|NL","Without sequence","92.9","",""
"05/03/2025 01:00:00 - 05/03/2025 02:00:00","BZN|NL","Without sequence","84.6","",""
"05/03/2025 02:00:00 - 05/03/2025 03:00:00","BZN|NL","Without sequence","80.32","",""
"05/03/2025 03:00:00 - 05/03/2025 04:00:00","BZN|NL","Without sequence","82.23","",""
"05/03/2025 04:00:00 - 05/03/2025 05:00:00","BZN|NL","Without sequence","92.37","",""
"05/03/2025 05:00:00 - 05/03/2025 06:00:00","BZN|NL","Without sequence","116.08","",""
