"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"04/02/2025 20:00:00 - 04/02/2025 21:00:00","BZN|NL","Without sequence","131.96","",""
"04/02/2025 21:00:00 - 04/02/2025 22:00:00","BZN|NL","Without sequence","115.0","",""
"04/02/2025 22:00:00 - 04/02/2025 23:00:00","BZN|NL","Without sequence","94.9","",""
"04/02/2025 23:00:00 - 05/02/2025 00:00:00","BZN|NL","Without sequence","94.84","",""
"05/02/2025 00:00:00 - 05/02/2025 01:00:00","BZN|NL","Without sequence","98.84","",""
"05/02/2025 01:00:00 - 05/02/2025 02:00:00","BZN|NL","Without sequence","101.45","",""
"05/02/2025 02:00:00 - 05/02/2025 03:00:00","BZN|NL","Without sequence","99.9","",""
"05/02/2025 03:00:00 - 05/02/2025 04:00:00","BZN|NL","Without sequence","112.8","",""
"05/02/2025 04:00:00 - 05/02/2025 05:00:00","BZN|NL","Without sequence","121.71","",""
"05/02/2025 05:00:00 - 05/02/2025 06:00:00","BZN|NL","Without sequence","139.8","",""
"05/02/2025 06:00:00 - 05/02/2025 07:00:00","BZN|NL","Without sequence","161.7","",""
"05/02/2025 07:00:00 - 05/02/2025 08:00:00","BZN|NL","Without sequence","180.81","",""
"05/02/2025 08:00:00 - 05/02/2025 09:00:00","BZN|NL","Without sequence","159.33","",""
"05/02/2025 09:00:00 - 05/02/2025 10:00:00","BZN|NL","Without sequence","119.54","",""
"05/02/2025 10:00:00 - 05/02/2025 11:00:00","BZN|NL","Without sequence","100.95","",""
"05/02/2025 11:00:00 - 05/02/2025 12:00:00","BZN|NL","Without sequence","100.0","",""
"05/02/2025 12:00:00 - 05/02/2025 13:00:00","BZN|NL","Without sequence","111.85","",""
"05/02/2025 13:00:00 - 05/02/2025 14:00:00","BZN|NL","Without sequence","128.85","",""
"05/02/2025 14:00:00 - 05/02/2025 15:00:00","BZN|NL","Without sequence","144.12","",""
"05/02/2025 15:00:00 - 05/02/2025 16:00:00","BZN|NL","Without sequence","159.08","",""
"05/02/2025 16:00:00 - 05/02/2025 17:00:00","BZN|NL","Without sequence","176.77","",""
"05/02/2025 17:00:00 - 05/02/2025 18:00:00","BZN|NL","Without sequence","189.9","",""
"05/02/2025 18:00:00 - 05/02/2025 19:00:00","BZN|NL","Without sequence","189.63","",""
"05/02/2025 19:00:00 - 05/02/2025 20:00:00","BZN|NL","Without sequence","170.0","",""
"05/02/2025 20:00:00 - 05/02/2025 21:00:00","BZN|NL","Without sequence","155.42","",""
"05/02/2025 21:00:00 - 05/02/2025 22:00:00","BZN|NL","Without sequence","143.7","",""
"05/02/2025 22:00:00 - 05/02/2025 23:00:00","BZN|NL","Without sequence","128.57","",""
"05/02/2025 23:00:00 - 06/02/2025 00:00:00","BZN|NL","Without sequence","133.67","",""
"06/02/2025 00:00:00 - 06/02/2025 01:00:00","BZN|NL","Without sequence","126.84","",""
"06/02/2025 01:00:00 - 06/02/2025 02:00:00","BZN|NL","Without sequence","125.0","",""
"06/02/2025 02:00:00 - 06/02/2025 03:00:00","BZN|NL","Without sequence","125.0","",""
"06/02/2025 03:00:00 - 06/02/2025 04:00:00","BZN|NL","Without sequence","125.01","",""
"06/02/2025 04:00:00 - 06/02/2025 05:00:00","BZN|NL","Without sequence","120.09","",""
"06/02/2025 05:00:00 - 06/02/2025 06:00:00","BZN|NL","Without sequence","135.25","",""
"06/02/2025 06:00:00 - 06/02/2025 07:00:00","BZN|NL","Without sequence","180.09","",""
"06/02/2025 07:00:00 - 06/02/2025 08:00:00","BZN|NL","Without sequence","216.65","",""
"06/02/2025 08:00:00 - 06/02/2025 09:00:00","BZN|NL","Without sequence","178.62","",""
"06/02/2025 09:00:00 - 06/02/2025 10:00:00","BZN|NL","Without sequence","156.3","",""
"06/02/2025 10:00:00 - 06/02/2025 11:00:00","BZN|NL","Without sequence","122.0","",""
"06/02/2025 11:00:00 - 06/02/2025 12:00:00","BZN|NL","Without sequence","111.2","",""
"06/02/2025 12:00:00 - 06/02/2025 13:00:00","BZN|NL","Without sequence","99.9","",""
"06/02/2025 13:00:00 - 06/02/2025 14:00:00","BZN|NL","Without sequence","119.29","",""
"06/02/2025 14:00:00 - 06/02/2025 15:00:00","BZN|NL","Without sequence","117.79","",""
"06/02/2025 15:00:00 - 06/02/2025 16:00:00","BZN|NL","Without sequence","127.0","",""
"06/02/2025 16:00:00 - 06/02/2025 17:00:00","BZN|NL","Without sequence","167.43","",""
"06/02/2025 17:00:00 - 06/02/2025 18:00:00","BZN|NL","Without sequence","170.48","",""
"06/02/2025 18:00:00 - 06/02/2025 19:00:00","BZN|NL","Without sequence","162.95","",""
"06/02/2025 19:00:00 - 06/02/2025 20:00:00","BZN|NL","Without sequence","140.38","",""
"06/02/2025 20:00:00 - 06/02/2025 21:00:00","BZN|NL","Without sequence","129.75","",""
"06/02/2025 21:00:00 - 06/02/2025 22:00:00","BZN|NL","Without sequence","132.9","",""
"06/02/2025 22:00:00 - 06/02/2025 23:00:00","BZN|NL","Without sequence","121.95","",""
"06/02/2025 23:00:00 - 07/02/2025 00:00:00","BZN|NL","Without sequence","126.05","",""
"07/02/2025 00:00:00 - 07/02/2025 01:00:00","BZN|NL","Without sequence","112.7","",""
"07/02/2025 01:00:00 - 07/02/2025 02:00:00","BZN|NL","Without sequence","108.82","",""
"07/02/2025 02:00:00 - 07/02/2025 03:00:00","BZN|NL","Without sequence","105.0","",""
"07/02/2025 03:00:00 - 07/02/2025 04:00:00","BZN|NL","Without sequence","104.67","",""
"07/02/2025 04:00:00 - 07/02/2025 05:00:00","BZN|NL","Without sequence","105.31","",""
"07/02/2025 05:00:00 - 07/02/2025 06:00:00","BZN|NL","Without sequence","113.29","",""
"07/02/2025 06:00:00 - 07/02/2025 07:00:00","BZN|NL","Without sequence","141.93","",""
"07/02/2025 07:00:00 - 07/02/2025 08:00:00","BZN|NL","Without sequence","164.2","",""
"07/02/2025 08:00:00 - 07/02/2025 09:00:00","BZN|NL","Without sequence","150.35","",""
"07/02/2025 09:00:00 - 07/02/2025 10:00:00","BZN|NL","Without sequence","127.0","",""
"07/02/2025 10:00:00 - 07/02/2025 11:00:00","BZN|NL","Without sequence","91.63","",""
"07/02/2025 11:00:00 - 07/02/2025 12:00:00","BZN|NL","Without sequence","85.1","",""
"07/02/2025 12:00:00 - 07/02/2025 13:00:00","BZN|NL","Without sequence","89.19","",""
"07/02/2025 13:00:00 - 07/02/2025 14:00:00","BZN|NL","Without sequence","89.55","",""
"07/02/2025 14:00:00 - 07/02/2025 15:00:00","BZN|NL","Without sequence","102.1","",""
"07/02/2025 15:00:00 - 07/02/2025 16:00:00","BZN|NL","Without sequence","126.99","",""
"07/02/2025 16:00:00 - 07/02/2025 17:00:00","BZN|NL","Without sequence","143.0","",""
"07/02/2025 17:00:00 - 07/02/2025 18:00:00","BZN|NL","Without sequence","149.36","",""
"07/02/2025 18:00:00 - 07/02/2025 19:00:00","BZN|NL","Without sequence","134.0","",""
"07/02/2025 19:00:00 - 07/02/2025 20:00:00","BZN|NL","Without sequence","113.82","",""
"07/02/2025 20:00:00 - 07/02/2025 21:00:00","BZN|NL","Without sequence","95.0","",""
"07/02/2025 21:00:00 - 07/02/2025 22:00:00","BZN|NL","Without sequence","83.0","",""
"07/02/2025 22:00:00 - 07/02/2025 23:00:00","BZN|NL","Without sequence","89.5","",""
"07/02/2025 23:00:00 - 08/02/2025 00:00:00","BZN|NL","Without sequence","78.4","",""
"08/02/2025 00:00:00 - 08/02/2025 01:00:00","BZN|NL","Without sequence","72.5","",""
"08/02/2025 01:00:00 - 08/02/2025 02:00:00","BZN|NL","Without sequence","89.9","",""
"08/02/2025 02:00:00 - 08/02/2025 03:00:00","BZN|NL","Without sequence","90.0","",""
"08/02/2025 03:00:00 - 08/02/2025 04:00:00","BZN|NL","Without sequence","89.69","",""
"08/02/2025 04:00:00 - 08/02/2025 05:00:00","BZN|NL","Without sequence","90.99","",""
"08/02/2025 05:00:00 - 08/02/2025 06:00:00","BZN|NL","Without sequence","90.82","",""
"08/02/2025 06:00:00 - 08/02/2025 07:00:00","BZN|NL","Without sequence","96.0","",""
"08/02/2025 07:00:00 - 08/02/2025 08:00:00","BZN|NL","Without sequence","123.0","",""
"08/02/2025 08:00:00 - 08/02/2025 09:00:00","BZN|NL","Without sequence","133.35","",""
"08/02/2025 09:00:00 - 08/02/2025 10:00:00","BZN|NL","Without sequence","125.0","",""
"08/02/2025 10:00:00 - 08/02/2025 11:00:00","BZN|NL","Without sequence","111.7","",""
"08/02/2025 11:00:00 - 08/02/2025 12:00:00","BZN|NL","Without sequence","120.32","",""
"08/02/2025 12:00:00 - 08/02/2025 13:00:00","BZN|NL","Without sequence","149.9","",""
"08/02/2025 13:00:00 - 08/02/2025 14:00:00","BZN|NL","Without sequence","125.0","",""
"08/02/2025 14:00:00 - 08/02/2025 15:00:00","BZN|NL","Without sequence","118.0","",""
"08/02/2025 15:00:00 - 08/02/2025 16:00:00","BZN|NL","Without sequence","141.0","",""
"08/02/2025 16:00:00 - 08/02/2025 17:00:00","BZN|NL","Without sequence","150.19","",""
"08/02/2025 17:00:00 - 08/02/2025 18:00:00","BZN|NL","Without sequence","160.49","",""
"08/02/2025 18:00:00 - 08/02/2025 19:00:00","BZN|NL","Without sequence","165.36","",""
"08/02/2025 19:00:00 - 08/02/2025 20:00:00","BZN|NL","Without sequence","162.0","",""
"08/02/2025 20:00:00 - 08/02/2025 21:00:00","BZN|NL","Without sequence","149.0","",""
"08/02/2025 21:00:00 - 08/02/2025 22:00:00","BZN|NL","Without sequence","147.38","",""
"08/02/2025 22:00:00 - 08/02/2025 23:00:00","BZN|NL","Without sequence","142.3","",""
"08/02/2025 23:00:00 - 09/02/2025 00:00:00","BZN|NL","Without sequence","135.0","",""
"09/02/2025 00:00:00 - 09/02/2025 01:00:00","BZN|NL","Without sequence","135.7","",""
"09/02/2025 01:00:00 - 09/02/2025 02:00:00","BZN|NL","Without sequence","134.3","",""
"09/02/2025 02:00:00 - 09/02/2025 03:00:00","BZN|NL","Without sequence","119.3","",""
"09/02/2025 03:00:00 - 09/02/2025 04:00:00","BZN|NL","Without sequence","117.0","",""
"09/02/2025 04:00:00 - 09/02/2025 05:00:00","BZN|NL","Without sequence","117.0","",""
"09/02/2025 05:00:00 - 09/02/2025 06:00:00","BZN|NL","Without sequence","117.0","",""
"09/02/2025 06:00:00 - 09/02/2025 07:00:00","BZN|NL","Without sequence","133.43","",""
"09/02/2025 07:00:00 - 09/02/2025 08:00:00","BZN|NL","Without sequence","136.77","",""
"09/02/2025 08:00:00 - 09/02/2025 09:00:00","BZN|NL","Without sequence","124.87","",""
"09/02/2025 09:00:00 - 09/02/2025 10:00:00","BZN|NL","Without sequence","117.0","",""
"09/02/2025 10:00:00 - 09/02/2025 11:00:00","BZN|NL","Without sequence","104.3","",""
"09/02/2025 11:00:00 - 09/02/2025 12:00:00","BZN|NL","Without sequence","100.0","",""
"09/02/2025 12:00:00 - 09/02/2025 13:00:00","BZN|NL","Without sequence","96.86","",""
"09/02/2025 13:00:00 - 09/02/2025 14:00:00","BZN|NL","Without sequence","109.9","",""
"09/02/2025 14:00:00 - 09/02/2025 15:00:00","BZN|NL","Without sequence","120.4","",""
"09/02/2025 15:00:00 - 09/02/2025 16:00:00","BZN|NL","Without sequence","142.11","",""
"09/02/2025 16:00:00 - 09/02/2025 17:00:00","BZN|NL","Without sequence","148.79","",""
"09/02/2025 17:00:00 - 09/02/2025 18:00:00","BZN|NL","Without sequence","162.17","",""
"09/02/2025 18:00:00 - 09/02/2025 19:00:00","BZN|NL","Without sequence","132.0","",""
"09/02/2025 19:00:00 - 09/02/2025 20:00:00","BZN|NL","Without sequence","144.57","",""
"09/02/2025 20:00:00 - 09/02/2025 21:00:00","BZN|NL","Without sequence","142.95","",""
"09/02/2025 21:00:00 - 09/02/2025 22:00:00","BZN|NL","Without sequence","143.0","",""
"09/02/2025 22:00:00 - 09/02/2025 23:00:00","BZN|NL","Without sequence","119.08","",""
"09/02/2025 23:00:00 - 10/02/2025 00:00:00","BZN|NL","Without sequence","107.5","",""
"10/02/2025 00:00:00 - 10/02/2025 01:00:00","BZN|NL","Without sequence","86.32","",""
"10/02/2025 01:00:00 - 10/02/2025 02:00:00","BZN|NL","Without sequence","85.0","",""
"10/02/2025 02:00:00 - 10/02/2025 03:00:00","BZN|NL","Without sequence","89.3","",""
"10/02/2025 03:00:00 - 10/02/2025 04:00:00","BZN|NL","Without sequence","88.26","",""
"10/02/2025 04:00:00 - 10/02/2025 05:00:00","BZN|NL","Without sequence","96.94","",""
"10/02/2025 05:00:00 - 10/02/2025 06:00:00","BZN|NL","Without sequence","145.5","",""
"10/02/2025 06:00:00 - 10/02/2025 07:00:00","BZN|NL","Without sequence","154.0","",""
"10/02/2025 07:00:00 - 10/02/2025 08:00:00","BZN|NL","Without sequence","181.36","",""
"10/02/2025 08:00:00 - 10/02/2025 09:00:00","BZN|NL","Without sequence","163.18","",""
"10/02/2025 09:00:00 - 10/02/2025 10:00:00","BZN|NL","Without sequence","130.0","",""
"10/02/2025 10:00:00 - 10/02/2025 11:00:00","BZN|NL","Without sequence","120.27","",""
"10/02/2025 11:00:00 - 10/02/2025 12:00:00","BZN|NL","Without sequence","114.44","",""
"10/02/2025 12:00:00 - 10/02/2025 13:00:00","BZN|NL","Without sequence","115.02","",""
"10/02/2025 13:00:00 - 10/02/2025 14:00:00","BZN|NL","Without sequence","130.0","",""
"10/02/2025 14:00:00 - 10/02/2025 15:00:00","BZN|NL","Without sequence","128.54","",""
"10/02/2025 15:00:00 - 10/02/2025 16:00:00","BZN|NL","Without sequence","135.0","",""
"10/02/2025 16:00:00 - 10/02/2025 17:00:00","BZN|NL","Without sequence","140.9","",""
"10/02/2025 17:00:00 - 10/02/2025 18:00:00","BZN|NL","Without sequence","150.0","",""
"10/02/2025 18:00:00 - 10/02/2025 19:00:00","BZN|NL","Without sequence","120.48","",""
"10/02/2025 19:00:00 - 10/02/2025 20:00:00","BZN|NL","Without sequence","100.0","",""
"10/02/2025 20:00:00 - 10/02/2025 21:00:00","BZN|NL","Without sequence","95.17","",""
"10/02/2025 21:00:00 - 10/02/2025 22:00:00","BZN|NL","Without sequence","92.1","",""
"10/02/2025 22:00:00 - 10/02/2025 23:00:00","BZN|NL","Without sequence","90.5","",""
"10/02/2025 23:00:00 - 11/02/2025 00:00:00","BZN|NL","Without sequence","63.0","",""
"11/02/2025 00:00:00 - 11/02/2025 01:00:00","BZN|NL","Without sequence","65.0","",""
"11/02/2025 01:00:00 - 11/02/2025 02:00:00","BZN|NL","Without sequence","74.08","",""
"11/02/2025 02:00:00 - 11/02/2025 03:00:00","BZN|NL","Without sequence","77.75","",""
"11/02/2025 03:00:00 - 11/02/2025 04:00:00","BZN|NL","Without sequence","77.5","",""
"11/02/2025 04:00:00 - 11/02/2025 05:00:00","BZN|NL","Without sequence","91.55","",""
"11/02/2025 05:00:00 - 11/02/2025 06:00:00","BZN|NL","Without sequence","116.5","",""
"11/02/2025 06:00:00 - 11/02/2025 07:00:00","BZN|NL","Without sequence","143.11","",""
"11/02/2025 07:00:00 - 11/02/2025 08:00:00","BZN|NL","Without sequence","159.06","",""
"11/02/2025 08:00:00 - 11/02/2025 09:00:00","BZN|NL","Without sequence","163.76","",""
"11/02/2025 09:00:00 - 11/02/2025 10:00:00","BZN|NL","Without sequence","152.8","",""
"11/02/2025 10:00:00 - 11/02/2025 11:00:00","BZN|NL","Without sequence","140.0","",""
"11/02/2025 11:00:00 - 11/02/2025 12:00:00","BZN|NL","Without sequence","137.2","",""
"11/02/2025 12:00:00 - 11/02/2025 13:00:00","BZN|NL","Without sequence","132.8","",""
"11/02/2025 13:00:00 - 11/02/2025 14:00:00","BZN|NL","Without sequence","135.0","",""
"11/02/2025 14:00:00 - 11/02/2025 15:00:00","BZN|NL","Without sequence","143.92","",""
"11/02/2025 15:00:00 - 11/02/2025 16:00:00","BZN|NL","Without sequence","144.41","",""
"11/02/2025 16:00:00 - 11/02/2025 17:00:00","BZN|NL","Without sequence","160.48","",""
"11/02/2025 17:00:00 - 11/02/2025 18:00:00","BZN|NL","Without sequence","177.86","",""
"11/02/2025 18:00:00 - 11/02/2025 19:00:00","BZN|NL","Without sequence","167.45","",""
"11/02/2025 19:00:00 - 11/02/2025 20:00:00","BZN|NL","Without sequence","144.58","",""
"11/02/2025 20:00:00 - 11/02/2025 21:00:00","BZN|NL","Without sequence","140.1","",""
"11/02/2025 21:00:00 - 11/02/2025 22:00:00","BZN|NL","Without sequence","150.0","",""
"11/02/2025 22:00:00 - 11/02/2025 23:00:00","BZN|NL","Without sequence","136.16","",""
"11/02/2025 23:00:00 - 12/02/2025 00:00:00","BZN|NL","Without sequence","130.55","",""
"12/02/2025 00:00:00 - 12/02/2025 01:00:00","BZN|NL","Without sequence","128.13","",""
"12/02/2025 01:00:00 - 12/02/2025 02:00:00","BZN|NL","Without sequence","126.82","",""
"12/02/2025 02:00:00 - 12/02/2025 03:00:00","BZN|NL","Without sequence","126.59","",""
"12/02/2025 03:00:00 - 12/02/2025 04:00:00","BZN|NL","Without sequence","128.74","",""
"12/02/2025 04:00:00 - 12/02/2025 05:00:00","BZN|NL","Without sequence","131.3","",""
"12/02/2025 05:00:00 - 12/02/2025 06:00:00","BZN|NL","Without sequence","150.39","",""
"12/02/2025 06:00:00 - 12/02/2025 07:00:00","BZN|NL","Without sequence","163.2","",""
"12/02/2025 07:00:00 - 12/02/2025 08:00:00","BZN|NL","Without sequence","180.0","",""
"12/02/2025 08:00:00 - 12/02/2025 09:00:00","BZN|NL","Without sequence","174.92","",""
"12/02/2025 09:00:00 - 12/02/2025 10:00:00","BZN|NL","Without sequence","161.0","",""
"12/02/2025 10:00:00 - 12/02/2025 11:00:00","BZN|NL","Without sequence","136.0","",""
"12/02/2025 11:00:00 - 12/02/2025 12:00:00","BZN|NL","Without sequence","134.5","",""
"12/02/2025 12:00:00 - 12/02/2025 13:00:00","BZN|NL","Without sequence","142.3","",""
"12/02/2025 13:00:00 - 12/02/2025 14:00:00","BZN|NL","Without sequence","149.66","",""
"12/02/2025 14:00:00 - 12/02/2025 15:00:00","BZN|NL","Without sequence","159.99","",""
"12/02/2025 15:00:00 - 12/02/2025 16:00:00","BZN|NL","Without sequence","172.39","",""
"12/02/2025 16:00:00 - 12/02/2025 17:00:00","BZN|NL","Without sequence","183.01","",""
"12/02/2025 17:00:00 - 12/02/2025 18:00:00","BZN|NL","Without sequence","197.64","",""
"12/02/2025 18:00:00 - 12/02/2025 19:00:00","BZN|NL","Without sequence","192.86","",""
"12/02/2025 19:00:00 - 12/02/2025 20:00:00","BZN|NL","Without sequence","174.46","",""
"12/02/2025 20:00:00 - 12/02/2025 21:00:00","BZN|NL","Without sequence","156.06","",""
"12/02/2025 21:00:00 - 12/02/2025 22:00:00","BZN|NL","Without sequence","150.54","",""
"12/02/2025 22:00:00 - 12/02/2025 23:00:00","BZN|NL","Without sequence","142.04","",""
"12/02/2025 23:00:00 - 13/02/2025 00:00:00","BZN|NL","Without sequence","138.58","",""
"13/02/2025 00:00:00 - 13/02/2025 01:00:00","BZN|NL","Without sequence","135.12","",""
"13/02/2025 01:00:00 - 13/02/2025 02:00:00","BZN|NL","Without sequence","139.37","",""
"13/02/2025 02:00:00 - 13/02/2025 03:00:00","BZN|NL","Without sequence","133.75","",""
"13/02/2025 03:00:00 - 13/02/2025 04:00:00","BZN|NL","Without sequence","135.85","",""
"13/02/2025 04:00:00 - 13/02/2025 05:00:00","BZN|NL","Without sequence","135.0","",""
"13/02/2025 05:00:00 - 13/02/2025 06:00:00","BZN|NL","Without sequence","148.36","",""
"13/02/2025 06:00:00 - 13/02/2025 07:00:00","BZN|NL","Without sequence","188.55","",""
"13/02/2025 07:00:00 - 13/02/2025 08:00:00","BZN|NL","Without sequence","219.52","",""
"13/02/2025 08:00:00 - 13/02/2025 09:00:00","BZN|NL","Without sequence","214.1","",""
"13/02/2025 09:00:00 - 13/02/2025 10:00:00","BZN|NL","Without sequence","197.48","",""
"13/02/2025 10:00:00 - 13/02/2025 11:00:00","BZN|NL","Without sequence","180.07","",""
"13/02/2025 11:00:00 - 13/02/2025 12:00:00","BZN|NL","Without sequence","166.67","",""
"13/02/2025 12:00:00 - 13/02/2025 13:00:00","BZN|NL","Without sequence","164.14","",""
"13/02/2025 13:00:00 - 13/02/2025 14:00:00","BZN|NL","Without sequence","162.54","",""
"13/02/2025 14:00:00 - 13/02/2025 15:00:00","BZN|NL","Without sequence","164.5","",""
"13/02/2025 15:00:00 - 13/02/2025 16:00:00","BZN|NL","Without sequence","174.97","",""
"13/02/2025 16:00:00 - 13/02/2025 17:00:00","BZN|NL","Without sequence","205.16","",""
"13/02/2025 17:00:00 - 13/02/2025 18:00:00","BZN|NL","Without sequence","204.23","",""
"13/02/2025 18:00:00 - 13/02/2025 19:00:00","BZN|NL","Without sequence","196.52","",""
"13/02/2025 19:00:00 - 13/02/2025 20:00:00","BZN|NL","Without sequence","177.05","",""
"13/02/2025 20:00:00 - 13/02/2025 21:00:00","BZN|NL","Without sequence","162.92","",""
"13/02/2025 21:00:00 - 13/02/2025 22:00:00","BZN|NL","Without sequence","153.12","",""
"13/02/2025 22:00:00 - 13/02/2025 23:00:00","BZN|NL","Without sequence","138.97","",""
"13/02/2025 23:00:00 - 14/02/2025 00:00:00","BZN|NL","Without sequence","137.57","",""
"14/02/2025 00:00:00 - 14/02/2025 01:00:00","BZN|NL","Without sequence","132.76","",""
"14/02/2025 01:00:00 - 14/02/2025 02:00:00","BZN|NL","Without sequence","127.9","",""
"14/02/2025 02:00:00 - 14/02/2025 03:00:00","BZN|NL","Without sequence","125.55","",""
"14/02/2025 03:00:00 - 14/02/2025 04:00:00","BZN|NL","Without sequence","127.27","",""
"14/02/2025 04:00:00 - 14/02/2025 05:00:00","BZN|NL","Without sequence","137.63","",""
"14/02/2025 05:00:00 - 14/02/2025 06:00:00","BZN|NL","Without sequence","157.63","",""
"14/02/2025 06:00:00 - 14/02/2025 07:00:00","BZN|NL","Without sequence","216.19","",""
"14/02/2025 07:00:00 - 14/02/2025 08:00:00","BZN|NL","Without sequence","253.55","",""
"14/02/2025 08:00:00 - 14/02/2025 09:00:00","BZN|NL","Without sequence","209.39","",""
"14/02/2025 09:00:00 - 14/02/2025 10:00:00","BZN|NL","Without sequence","178.79","",""
"14/02/2025 10:00:00 - 14/02/2025 11:00:00","BZN|NL","Without sequence","160.0","",""
"14/02/2025 11:00:00 - 14/02/2025 12:00:00","BZN|NL","Without sequence","149.03","",""
"14/02/2025 12:00:00 - 14/02/2025 13:00:00","BZN|NL","Without sequence","145.28","",""
"14/02/2025 13:00:00 - 14/02/2025 14:00:00","BZN|NL","Without sequence","150.61","",""
"14/02/2025 14:00:00 - 14/02/2025 15:00:00","BZN|NL","Without sequence","167.11","",""
"14/02/2025 15:00:00 - 14/02/2025 16:00:00","BZN|NL","Without sequence","190.46","",""
"14/02/2025 16:00:00 - 14/02/2025 17:00:00","BZN|NL","Without sequence","275.26","",""
