STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
370,20250117,13,0,10,0,20,0,,-2,0,23,0,0,10373,5,8,99,35,7,1,0,0,0,1
370,20250117,14,190,10,10,20,0,,-1,0,18,0,0,10373,8,9,98,35,7,1,0,0,0,1
370,20250117,15,100,10,20,30,-3,,-5,0,9,0,0,10370,5,9,99,35,7,1,0,0,0,1
370,20250117,16,120,20,10,40,-12,,-13,0,3,0,0,10370,3,9,98,35,7,1,0,0,0,1
370,20250117,17,130,20,10,30,-18,,-20,0,0,0,0,10371,3,9,98,35,7,1,0,0,0,1
370,20250117,18,0,10,0,30,-18,-16,-19,0,0,0,-1,10372,6,8,98,77,7,1,0,1,0,1
370,20250117,19,140,10,10,30,-14,,-15,0,0,0,-1,10370,9,9,99,35,7,1,0,1,0,1
370,20250117,20,60,10,20,30,-12,,-13,0,0,0,-1,10371,13,8,98,77,7,1,0,1,0,1
370,20250117,21,70,10,10,30,-9,,-10,0,0,0,-1,10366,3,9,99,35,7,1,0,1,0,1
370,20250117,22,120,20,10,30,-7,,-9,0,0,0,-1,10364,5,9,99,77,7,1,0,1,0,1
370,20250117,23,110,20,20,40,-7,,-8,0,0,0,-1,10365,10,8,98,22,7,1,0,1,0,1
370,20250117,24,100,20,20,40,-2,-16,-4,0,0,0,0,10356,3,9,99,35,7,1,0,0,0,1
370,20250118,1,90,20,20,30,0,,-2,0,0,0,0,10351,2,9,99,35,7,1,0,0,0,1
370,20250118,2,110,20,10,30,-1,,-2,0,0,0,0,10345,2,9,99,35,7,1,0,0,0,1
370,20250118,3,60,20,20,30,-2,,-3,0,0,0,0,10339,7,9,98,35,7,1,0,0,0,1
370,20250118,4,90,20,10,40,-2,,-4,0,0,0,0,10334,3,9,99,35,7,1,0,0,0,1
370,20250118,5,60,20,20,40,-4,,-5,0,0,0,-1,10332,7,9,98,77,7,1,0,1,0,1
370,20250118,6,40,20,30,50,-4,-4,-5,0,0,0,-1,10333,5,8,99,35,7,1,0,1,0,1
370,20250118,7,60,30,40,50,-6,,-8,0,0,0,-1,10331,4,9,98,77,7,1,0,1,0,1
370,20250118,8,60,30,20,50,-6,,-8,0,0,0,-1,10329,5,9,98,35,7,1,0,1,0,1
370,20250118,9,80,30,20,50,-6,,-8,0,5,0,-1,10327,6,9,99,77,7,1,0,1,0,1
370,20250118,10,110,30,30,50,-9,,-10,0,18,0,-1,10324,19,8,98,77,7,1,0,1,0,1
370,20250118,11,100,20,20,40,-4,,-5,0,29,0,-1,10315,27,8,99,22,7,0,0,1,0,0
370,20250118,12,110,20,20,40,-2,-6,-4,0,35,0,0,10310,24,8,98,10,7,0,0,0,0,0
370,20250118,13,90,20,20,40,0,,-2,0,28,0,0,10305,32,8,99,10,7,0,0,0,0,0
370,20250118,14,110,20,20,40,3,,-1,0,20,0,0,10303,27,8,97,10,7,0,0,0,0,0
370,20250118,15,110,20,10,30,5,,2,0,8,0,0,10301,50,8,97,10,7,0,0,0,0,0
370,20250118,16,130,10,10,20,6,,4,0,2,0,0,10297,48,8,98,10,7,0,0,0,0,0
370,20250118,17,180,20,10,30,5,,0,0,0,0,0,10295,56,8,96,10,7,0,0,0,0,0
370,20250118,18,150,10,10,20,4,3,3,0,0,0,0,10294,50,8,98,10,7,0,0,0,0,0
370,20250118,19,140,10,20,30,5,,0,0,0,0,0,10290,50,8,96,10,7,0,0,0,0,0
370,20250118,20,140,20,10,30,5,,0,0,0,0,0,10286,50,8,96,10,7,0,0,0,0,0
370,20250118,21,150,10,20,30,5,,2,0,0,0,0,10281,45,8,97,10,7,0,0,0,0,0
370,20250118,22,110,10,20,30,3,,1,0,0,0,0,10278,36,8,98,10,7,0,0,0,0,0
370,20250118,23,100,10,10,30,1,,-1,0,0,0,0,10276,40,8,98,10,7,0,0,0,0,0
370,20250118,24,120,10,10,20,0,1,-1,0,0,0,0,10271,33,8,98,10,7,0,0,0,0,0
370,20250119,1,180,10,10,20,0,,-2,0,0,0,0,10265,28,8,99,10,7,0,0,0,0,0
370,20250119,2,990,10,10,30,-1,,-3,0,0,0,0,10262,25,8,98,10,7,0,0,0,0,0
370,20250119,3,140,10,10,30,-3,,-4,0,0,0,0,10256,20,8,98,10,7,0,0,0,0,0
370,20250119,4,140,10,10,20,-4,,-5,0,0,0,0,10252,15,8,98,10,7,0,0,0,0,0
370,20250119,5,190,20,20,30,-7,,-9,0,0,0,0,10248,14,8,98,10,7,0,0,0,0,0
370,20250119,6,230,20,10,30,-11,-9,-12,0,0,0,0,10245,7,9,98,35,7,1,0,0,0,1
370,20250119,7,220,10,10,30,-13,,-14,0,0,0,0,10243,22,8,98,20,7,1,0,0,0,1
370,20250119,8,180,10,10,30,-14,,-16,0,0,0,0,10241,17,8,98,10,7,0,0,0,0,0
370,20250119,9,220,10,10,30,-13,,-14,0,4,0,0,10240,16,8,98,10,7,0,0,0,0,0
370,20250119,10,180,10,10,30,-13,,-15,0,9,0,0,10242,19,8,98,10,7,0,0,0,0,0
370,20250119,11,210,10,10,30,-13,,-15,0,15,0,0,10237,17,8,98,10,7,0,0,0,0,0
370,20250119,12,0,10,0,20,-14,-13,-14,0,19,0,0,10229,16,8,99,10,7,0,0,0,0,0
370,20250119,13,270,10,20,20,-13,,-15,0,18,0,0,10227,26,8,98,10,7,0,0,0,0,0
370,20250119,14,240,10,10,30,-15,,-16,0,14,0,0,10223,24,8,99,10,7,0,0,0,0,0
370,20250119,15,310,10,10,30,-13,,-14,0,8,0,0,10220,19,8,99,10,7,0,0,0,0,0
370,20250119,16,310,10,20,30,-16,,-17,0,2,0,0,10214,19,8,98,10,7,0,0,0,0,0
370,20250119,17,990,10,10,30,-17,,-18,0,0,0,0,10217,14,8,99,10,7,0,0,0,0,0
370,20250119,18,160,10,10,30,-18,-16,-20,0,0,0,0,10219,15,8,98,10,7,0,0,0,0,0
370,20250119,19,250,20,20,40,-18,,-19,0,0,0,0,10220,12,8,98,10,7,0,0,0,0,0
370,20250119,20,220,20,20,30,-16,,-18,0,0,0,0,10222,10,8,98,10,7,0,0,0,0,0
370,20250119,21,320,20,20,40,-18,,-19,0,0,0,0,10219,18,8,98,10,7,0,0,0,0,0
370,20250119,22,290,10,10,30,-18,,-19,0,0,0,0,10218,17,8,98,10,7,0,0,0,0,0
370,20250119,23,220,10,20,30,-18,,-20,0,0,0,0,10219,13,8,98,20,7,1,0,0,0,1
370,20250119,24,340,20,20,30,-18,-18,-19,0,0,0,0,10212,13,8,99,10,7,0,0,0,0,0
370,20250120,1,190,20,20,30,-20,,-21,0,0,0,0,10210,10,8,98,20,7,1,0,0,0,1
370,20250120,2,0,10,0,30,-21,,-22,0,0,0,0,10211,14,8,99,10,7,0,0,0,0,0
370,20250120,3,310,10,10,30,-21,,-23,0,0,0,0,10207,29,8,98,10,7,0,0,0,0,0
370,20250120,4,300,10,20,30,-21,,-23,0,0,0,0,10207,33,8,98,10,7,0,0,0,0,0
370,20250120,5,240,10,10,20,-20,,-22,0,0,0,0,10205,47,8,98,10,7,0,0,0,0,0
370,20250120,6,310,10,10,20,-18,-20,-20,0,0,0,0,10206,28,8,99,10,7,0,0,0,0,0
370,20250120,7,350,10,20,40,-17,,-19,0,0,0,0,10202,28,8,98,10,7,0,0,0,0,0
370,20250120,8,990,20,10,40,-17,,-18,0,1,0,0,10205,41,8,99,10,7,0,0,0,0,0
370,20250120,9,150,10,20,20,-13,,-16,0,9,0,0,10207,50,8,97,10,7,0,0,0,0,0
370,20250120,10,110,10,10,30,-10,,-15,0,19,0,0,10209,50,8,96,10,7,0,0,0,0,0
370,20250120,11,200,10,10,20,-9,,-12,0,12,0,0,10207,46,8,98,10,7,0,0,0,0,0
370,20250120,12,180,10,20,30,-7,-17,-10,0,19,0,0,10206,26,8,97,10,7,0,0,0,0,0
370,20250120,13,200,20,20,40,-4,,-13,0,17,0,0,10199,50,8,93,10,7,0,0,0,0,0
370,20250120,14,190,20,20,40,-4,,-9,0,16,0,0,10195,38,8,96,10,7,0,0,0,0,0
370,20250120,15,200,20,20,30,-4,,-8,0,6,0,0,10197,36,8,97,10,7,0,0,0,0,0
370,20250120,16,190,10,10,30,-4,,-6,0,1,0,0,10194,21,8,99,10,7,0,0,0,0,0
370,20250120,17,180,20,20,20,-4,,-5,0,0,0,0,10193,20,8,98,10,7,0,0,0,0,0
370,20250120,18,180,20,20,30,-3,-4,-12,0,0,0,0,10194,50,8,93,10,7,0,0,0,0,0
370,20250120,19,190,20,20,30,-3,,-10,0,0,0,0,10195,50,8,94,10,7,0,0,0,0,0
370,20250120,20,170,20,20,30,-6,,-14,0,0,0,0,10197,50,8,94,10,7,0,0,0,0,0
370,20250120,21,160,20,20,30,-6,,-13,0,0,0,0,10194,50,8,95,10,7,0,0,0,0,0
370,20250120,22,180,20,30,50,-8,,-13,0,0,0,0,10191,35,8,96,10,7,0,0,0,0,0
370,20250120,23,170,20,30,40,-11,,-14,0,0,0,0,10189,29,8,97,10,7,0,0,0,0,0
370,20250120,24,170,20,30,50,-8,-11,-11,0,0,0,0,10187,30,8,98,10,7,0,0,0,0,0
370,20250121,1,200,30,20,50,-6,,-9,0,0,0,0,10184,34,8,97,10,7,0,0,0,0,0
370,20250121,2,200,20,20,40,-5,,-8,0,0,0,0,10184,27,8,98,10,7,0,0,0,0,0
370,20250121,3,170,20,20,50,-7,,-10,0,0,0,0,10180,28,8,97,10,7,0,0,0,0,0
370,20250121,4,220,20,20,40,-8,,-10,0,0,0,0,10179,26,8,98,10,7,0,0,0,0,0
370,20250121,5,200,20,20,40,-10,,-12,0,0,0,0,10173,26,8,98,10,7,0,0,0,0,0
370,20250121,6,210,30,20,40,-11,-11,-15,0,0,0,0,10175,23,8,97,10,7,0,0,0,0,0
370,20250121,7,200,20,20,40,-12,,-15,0,0,0,0,10178,26,8,97,10,7,0,0,0,0,0
370,20250121,8,210,20,20,40,-12,,-14,0,1,0,0,10179,21,8,98,10,7,0,0,0,0,0
370,20250121,9,180,20,20,40,-11,,-12,0,15,0,0,10179,19,8,99,10,7,0,0,0,0,0
370,20250121,10,170,20,20,40,-11,,-13,0,27,0,0,10181,20,8,98,10,7,0,0,0,0,0
370,20250121,11,140,20,10,30,-8,,-10,0,27,0,0,10179,14,8,98,10,7,0,0,0,0,0
370,20250121,12,990,10,10,30,-7,-12,-8,0,31,0,0,10176,15,8,98,10,7,0,0,0,0,0
370,20250121,13,130,20,20,30,-3,,-4,0,33,0,0,10167,22,8,98,10,7,0,0,0,0,0
370,20250121,14,150,20,20,40,-2,,-4,0,24,0,0,10159,31,8,98,10,7,0,0,0,0,0
370,20250121,15,110,20,20,40,0,,-4,2,23,0,0,10156,39,8,97,10,7,0,0,0,0,0
370,20250121,16,80,10,10,20,1,,-7,5,13,0,0,10152,49,8,94,10,7,0,0,0,0,0
370,20250121,17,70,10,10,20,-5,,-10,0,0,0,0,10150,44,8,96,10,7,0,0,0,0,0
370,20250121,18,110,20,20,40,1,-22,-4,0,0,0,0,10146,50,8,96,10,7,0,0,0,0,0
370,20250121,19,100,10,10,20,-3,,-8,0,0,0,0,10141,50,8,96,10,7,0,0,0,0,0
370,20250121,20,70,10,10,30,-7,,-10,0,0,0,0,10136,38,8,97,10,7,0,0,0,0,0
370,20250121,21,60,10,10,20,-30,,-36,0,0,0,0,10133,28,8,95,10,7,0,0,0,0,0
370,20250121,22,100,20,10,20,-11,,-12,0,0,0,0,10126,50,8,99,10,7,0,0,0,0,0
370,20250121,23,130,30,40,50,-2,,-8,0,0,0,0,10117,57,8,95,10,7,0,0,0,0,0
370,20250121,24,140,30,10,60,-5,-41,-9,0,0,0,0,10112,58,8,96,10,7,0,0,0,0,0
370,20250122,1,110,10,10,30,-3,,-11,0,0,0,0,10105,58,8,94,10,7,0,0,0,0,0
370,20250122,2,120,10,10,30,-6,,-12,0,0,0,0,10100,60,8,95,,5,0,0,0,0,0
370,20250122,3,130,20,30,40,-3,,-11,0,0,0,0,10089,60,8,94,,5,0,0,0,0,0
370,20250122,4,120,20,20,40,1,,-9,0,0,0,0,10083,63,8,92,,5,0,0,0,0,0
370,20250122,5,120,20,20,30,0,,-10,0,0,0,0,10077,63,8,93,,5,0,0,0,0,0
370,20250122,6,130,20,20,40,2,-36,-9,0,0,0,0,10075,61,8,92,,5,0,0,0,0,0
370,20250122,7,140,20,20,40,2,,-7,0,0,0,0,10070,62,8,93,,5,0,0,0,0,0
370,20250122,8,130,30,30,40,7,,-5,0,2,0,0,10064,63,8,91,,5,0,0,0,0,0
370,20250122,9,130,30,30,40,11,,-2,0,15,0,0,10061,64,8,90,,5,0,0,0,0,0
370,20250122,10,120,20,10,50,21,,2,0,26,0,0,10059,67,8,87,,5,0,0,0,0,0
370,20250122,11,140,20,20,40,28,,12,0,20,0,-1,10052,67,8,89,81,7,0,1,0,0,0
370,20250122,12,140,30,30,50,44,-7,21,0,40,0,-1,10041,70,8,85,23,7,0,1,0,0,0
370,20250122,13,140,20,20,40,46,,35,0,22,7,1,10032,62,8,92,57,7,0,1,0,0,0
370,20250122,14,150,20,20,40,46,,45,0,12,10,7,10027,38,8,99,61,7,0,1,0,0,0
370,20250122,15,170,20,20,30,49,,48,0,11,7,4,10022,50,8,99,23,7,0,1,0,0,0
370,20250122,16,150,20,20,30,49,,47,0,3,0,-1,10018,50,8,99,22,7,0,1,0,0,0
370,20250122,17,150,20,20,30,48,,47,0,0,0,-1,10016,50,8,99,51,7,0,1,0,0,0
370,20250122,18,160,20,20,30,49,43,48,0,0,10,8,10012,41,8,99,82,7,0,1,0,0,0
370,20250122,19,170,20,20,30,49,,48,0,0,10,7,10008,37,8,99,58,7,0,1,0,0,0
370,20250122,20,990,10,10,20,48,,47,0,0,10,8,10003,20,8,99,53,7,0,1,0,0,0
370,20250122,21,270,10,10,20,49,,48,0,0,10,14,10002,25,8,99,82,7,0,1,0,0,0
370,20250122,22,310,20,20,30,45,,44,0,0,10,12,9997,56,8,99,61,7,0,1,0,0,0
370,20250122,23,300,20,20,30,41,,39,0,0,10,5,9993,38,8,99,61,7,0,1,0,0,0
370,20250122,24,280,10,20,30,38,36,36,0,0,10,12,9992,32,8,99,61,7,0,1,0,0,0
370,20250123,1,260,20,20,40,37,,36,0,0,10,6,9993,37,8,99,52,7,0,1,0,0,0
370,20250123,2,270,30,30,50,40,,39,0,0,10,11,10000,45,8,99,82,7,0,1,0,0,0
370,20250123,3,260,30,30,50,42,,41,0,0,10,5,10002,36,8,99,52,7,0,1,0,0,0
370,20250123,4,260,30,40,50,44,,43,0,0,0,-1,10012,38,8,99,22,7,0,1,0,0,0
370,20250123,5,250,40,40,60,46,,43,0,0,2,1,10022,49,8,98,58,7,0,1,0,0,0
370,20250123,6,260,40,40,80,47,36,43,0,0,1,1,10034,56,8,96,23,7,0,1,0,0,0
370,20250123,7,260,50,50,90,47,,39,0,0,0,-1,10048,56,8,94,51,7,0,1,0,0,0
370,20250123,8,240,50,50,90,38,,27,0,2,0,-1,10059,59,6,92,22,7,0,1,0,0,0
370,20250123,9,230,50,50,90,41,,31,0,12,0,0,10068,59,8,92,10,7,0,0,0,0,0
370,20250123,10,220,60,50,90,46,,37,2,40,0,0,10071,56,8,93,10,7,0,0,0,0,0
370,20250123,11,210,60,60,100,50,,35,0,36,0,0,10077,57,8,90,10,7,0,0,0,0,0
370,20250123,12,210,60,60,90,58,30,33,0,44,0,0,10076,60,8,84,2,7,0,0,0,0,0
370,20250123,13,210,60,50,90,62,,32,3,52,0,0,10075,64,8,81,,5,0,0,0,0,0
370,20250123,14,200,60,60,110,64,,28,2,36,0,0,10070,71,8,77,,5,0,0,0,0,0
370,20250123,15,190,60,60,100,63,,27,5,32,0,0,10066,78,8,77,,5,0,0,0,0,0
370,20250123,16,200,60,60,100,59,,28,2,7,0,-1,10063,75,8,80,51,7,0,1,0,0,0
370,20250123,17,180,60,60,110,54,,22,0,1,0,-1,10049,80,8,80,22,7,0,1,0,0,0
370,20250123,18,190,60,70,110,56,44,25,0,0,0,-1,10047,68,8,80,81,7,0,1,0,0,0
370,20250123,19,200,70,80,120,53,,37,0,0,7,6,10048,59,8,89,58,7,0,1,0,0,0
370,20250123,20,200,70,70,120,57,,45,0,0,6,3,10046,60,8,91,57,7,0,1,0,0,0
370,20250123,21,220,60,60,90,60,,49,0,0,7,4,10046,79,8,92,51,7,0,1,0,0,0
370,20250123,22,220,70,70,100,62,,50,0,0,0,-1,10048,63,8,91,81,7,0,1,0,0,0
370,20250123,23,220,70,70,100,63,,49,0,0,0,-1,10053,80,5,90,23,7,0,1,0,0,0
370,20250123,24,220,80,70,120,64,48,45,0,0,0,0,10059,77,4,87,1,7,0,0,0,0,0
370,20250124,1,210,70,60,110,54,,42,0,0,0,0,10063,79,7,91,,5,0,0,0,0,0
370,20250124,2,200,60,40,100,59,,44,0,0,0,0,10066,80,8,90,,5,0,0,0,0,0
370,20250124,3,190,50,40,70,62,,45,0,0,0,0,10060,74,8,89,,5,0,0,0,0,0
370,20250124,4,190,50,40,70,65,,50,0,0,0,0,10052,75,8,89,,5,0,0,0,0,0
370,20250124,5,180,50,50,80,69,,53,0,0,0,0,10045,81,8,89,,5,0,0,0,0,0
370,20250124,6,180,60,60,100,78,47,62,0,0,0,0,10034,81,8,89,,5,0,0,0,0,0
370,20250124,7,180,60,70,110,81,,58,0,0,0,0,10022,83,8,85,,5,0,0,0,0,0
370,20250124,8,190,70,80,130,84,,49,0,1,0,0,10019,83,8,78,,5,0,0,0,0,0
370,20250124,9,190,80,80,130,76,,49,0,8,5,1,10015,68,8,82,57,7,0,1,0,0,0
370,20250124,10,190,80,80,140,72,,50,0,12,7,1,10012,59,8,86,52,7,0,1,0,0,0
370,20250124,11,190,80,80,120,69,,59,0,15,10,5,10008,61,8,93,57,7,0,1,0,0,0
370,20250124,12,200,80,80,130,76,66,68,0,14,10,5,10005,50,8,94,52,7,0,1,0,0,0
370,20250124,13,200,80,80,130,81,,72,0,14,9,4,10003,61,8,94,51,7,0,1,0,0,0
370,20250124,14,210,70,80,120,83,,78,0,9,10,11,10004,59,8,96,82,7,0,1,0,0,0
370,20250124,15,200,80,80,140,87,,81,0,10,10,13,10009,75,8,95,51,7,0,1,0,0,0
370,20250124,16,200,70,60,110,87,,82,0,4,10,5,10015,62,8,97,57,7,0,1,0,0,0
370,20250124,17,200,60,60,100,88,,82,0,0,10,9,10021,73,8,96,51,7,0,1,0,0,0
370,20250124,18,200,60,40,90,85,74,80,0,0,0,-1,10025,82,8,96,22,7,0,1,0,0,0
370,20250124,19,200,40,40,70,84,,73,0,0,0,0,10032,83,8,93,,5,0,0,0,0,0
370,20250124,20,200,40,50,70,84,,71,0,0,0,-1,10032,82,8,91,23,7,0,1,0,0,0
370,20250124,21,190,40,40,70,82,,66,0,0,0,0,10031,81,8,89,2,7,0,0,0,0,0
370,20250124,22,190,30,30,60,79,,65,0,0,0,0,10028,80,8,90,,5,0,0,0,0,0
370,20250124,23,200,20,20,40,75,,65,0,0,4,4,10032,61,8,93,81,7,0,1,0,0,0
370,20250124,24,160,30,30,40,67,64,65,0,0,5,3,10026,68,8,98,23,7,0,1,0,0,0
370,20250125,1,150,30,30,40,65,,63,0,0,3,3,10020,59,8,99,81,7,0,1,0,0,0
370,20250125,2,140,20,10,40,63,,62,0,0,10,18,10015,57,8,99,58,7,0,1,0,0,0
370,20250125,3,990,10,10,30,63,,62,0,0,10,18,10005,60,8,99,61,7,0,1,0,0,0
370,20250125,4,150,20,10,40,70,,69,0,0,10,14,9995,57,8,99,62,7,0,1,0,0,0
370,20250125,5,200,30,60,100,101,,95,0,0,10,9,9988,61,8,96,52,7,0,1,0,0,0
370,20250125,6,320,40,20,90,73,62,72,0,0,10,16,9997,57,8,99,82,7,0,1,0,0,0
370,20250125,7,340,30,20,40,62,,61,0,0,10,12,10007,39,8,99,58,7,0,1,0,0,0
370,20250125,8,10,20,20,30,61,,59,0,0,7,5,10013,57,8,99,51,7,0,1,0,0,0
370,20250125,9,270,20,20,50,61,,60,0,8,6,4,10031,50,8,99,81,7,0,1,0,0,0
370,20250125,10,250,20,10,40,66,,63,0,28,5,1,10039,57,8,98,58,7,0,1,0,0,0
370,20250125,11,210,20,40,50,72,,67,0,42,0,-1,10052,64,8,96,23,7,0,1,0,0,0
370,20250125,12,210,40,30,60,82,59,76,0,54,0,0,10060,66,8,95,2,7,0,0,0,0,0
370,20250125,13,220,40,40,60,82,,70,2,38,0,0,10062,64,8,92,,5,0,0,0,0,0
370,20250125,14,260,40,40,70,77,,66,0,15,0,0,10064,61,8,92,,5,0,0,0,0,0
370,20250125,15,290,30,30,60,73,,64,0,11,0,0,10070,63,8,94,,5,0,0,0,0,0
370,20250125,16,310,20,20,60,64,,52,0,7,0,0,10073,81,8,92,,5,0,0,0,0,0
370,20250125,17,310,10,10,20,52,,49,0,0,0,0,10075,69,8,97,,5,0,0,0,0,0
370,20250125,18,360,20,10,30,46,30,42,0,0,0,0,10080,71,8,97,,5,0,0,0,0,0
370,20250125,19,360,10,20,20,45,,43,0,0,0,0,10079,62,8,98,,5,0,0,0,0,0
370,20250125,20,30,10,20,20,42,,41,0,0,0,0,10071,58,8,99,10,7,0,0,0,0,0
370,20250125,21,20,20,20,30,44,,42,0,0,0,0,10072,62,8,98,,5,0,0,0,0,0
370,20250125,22,10,20,20,50,45,,38,0,0,0,0,10072,68,8,94,,5,0,0,0,0,0
370,20250125,23,10,20,20,40,45,,35,0,0,0,0,10077,70,8,93,,5,0,0,0,0,0
370,20250125,24,30,30,40,60,45,28,37,0,0,0,-1,10070,64,8,94,51,7,0,1,0,0,0
370,20250126,1,20,30,50,80,48,,3,0,0,0,-1,10066,83,8,72,51,7,0,1,0,0,0
370,20250126,2,20,30,30,70,42,,17,0,0,0,-1,10067,80,8,83,51,7,0,1,0,0,0
370,20250126,3,20,40,40,90,35,,12,0,0,9,2,10071,80,8,85,81,7,0,1,0,0,0
370,20250126,4,10,20,10,40,30,,18,0,0,10,2,10074,59,8,92,52,7,0,1,0,0,0
370,20250126,5,310,20,30,40,28,,20,0,0,0,-1,10079,82,8,94,51,7,0,1,0,0,0
370,20250126,6,330,40,30,60,23,21,17,0,0,10,5,10085,61,8,95,81,7,0,1,0,0,0
370,20250126,7,0,20,0,50,16,,13,0,0,7,3,10081,83,8,97,23,7,0,1,0,0,0
370,20250126,8,200,20,20,20,15,,14,0,1,0,0,10084,83,8,99,,5,0,0,0,0,0
370,20250126,9,220,30,20,50,20,,19,0,15,0,0,10085,68,8,99,2,7,0,0,0,0,0
370,20250126,10,220,40,50,70,25,,22,0,24,0,0,10092,62,8,98,,5,0,0,0,0,0
370,20250126,11,190,40,40,60,29,,20,0,33,0,0,10083,72,8,94,,5,0,0,0,0,0
370,20250126,12,180,40,40,80,34,7,19,0,44,0,0,10071,76,8,89,2,7,0,0,0,0,0
370,20250126,13,160,40,50,80,42,,23,2,51,0,0,10056,83,7,87,,5,0,0,0,0,0
370,20250126,14,170,50,50,90,46,,17,0,44,0,0,10061,83,8,81,,5,0,0,0,0,0
370,20250126,15,170,50,50,90,45,,14,0,20,0,0,10050,83,8,80,,5,0,0,0,0,0
370,20250126,16,140,50,40,90,42,,14,3,9,0,0,10029,83,8,81,,5,0,0,0,0,0
370,20250126,17,130,50,50,90,41,,13,0,0,0,0,10015,83,8,81,,5,0,0,0,0,0
370,20250126,18,130,60,70,130,46,35,9,0,0,0,-1,9989,83,8,77,22,7,0,1,0,0,0
370,20250126,19,140,60,60,120,43,,17,0,0,8,3,9967,80,8,82,51,7,0,1,0,0,0
370,20250126,20,150,60,50,100,43,,30,0,0,4,3,9959,57,8,91,52,7,0,1,0,0,0
370,20250126,21,160,50,50,90,59,,47,0,0,4,1,9947,73,8,92,51,7,0,1,0,0,0
370,20250126,22,160,50,50,100,70,,50,0,0,0,-1,9939,83,8,86,22,7,0,1,0,0,0
370,20250126,23,150,40,30,70,73,,51,0,0,0,0,9931,83,8,85,,5,0,0,0,0,0
370,20250126,24,130,30,30,50,78,37,54,0,0,0,0,9924,83,8,85,2,7,0,0,0,0,0
370,20250127,1,150,30,40,60,80,,63,0,0,2,4,9908,62,8,88,81,7,0,1,0,0,0
370,20250127,2,130,40,50,70,78,,71,0,0,9,8,9880,74,8,95,51,7,0,1,0,0,0
370,20250127,3,160,60,70,110,88,,75,0,0,6,4,9862,75,8,91,57,7,0,1,0,0,0
370,20250127,4,190,80,90,190,98,,84,0,0,3,1,9853,56,8,91,58,7,0,1,0,0,0
370,20250127,5,200,90,100,160,110,,85,0,0,4,2,9861,83,8,84,23,7,0,1,0,0,0
370,20250127,6,210,100,90,180,112,70,81,0,0,0,0,9869,83,7,81,1,7,0,0,0,0,0
370,20250127,7,230,80,80,150,100,,72,0,0,2,1,9884,73,8,82,81,7,0,1,0,0,0
370,20250127,8,210,80,70,130,98,,62,0,1,0,-1,9898,83,5,78,23,7,0,1,0,0,0
370,20250127,9,210,70,90,140,103,,60,8,30,0,0,9899,83,0,74,1,7,0,0,0,0,0
370,20250127,10,210,80,80,120,113,,61,10,70,0,0,9903,80,0,70,,5,0,0,0,0,0
370,20250127,11,210,80,80,150,114,,62,3,61,0,0,9900,81,8,70,,5,0,0,0,0,0
370,20250127,12,210,80,80,130,117,89,61,7,78,0,0,9905,81,4,68,1,7,0,0,0,0,0
370,20250127,13,220,100,90,190,120,,51,8,75,0,0,9904,83,6,62,,5,0,0,0,0,0
370,20250127,14,220,100,90,160,120,,46,8,80,0,0,9902,82,4,60,,5,0,0,0,0,0
370,20250127,15,200,60,50,120,118,,46,8,50,0,0,9901,83,7,61,,5,0,0,0,0,0
370,20250127,16,200,60,50,110,105,,37,7,23,0,0,9906,83,1,62,,5,0,0,0,0,0
370,20250127,17,190,50,50,100,96,,37,0,1,0,0,9912,83,3,66,,5,0,0,0,0,0
370,20250127,18,180,50,50,90,93,79,41,0,0,0,0,9911,83,8,70,,5,0,0,0,0,0
370,20250127,19,190,60,60,90,93,,43,0,0,0,0,9917,83,8,70,,5,0,0,0,0,0
370,20250127,20,190,60,60,110,91,,50,0,0,0,0,9917,83,8,75,,5,0,0,0,0,0
370,20250127,21,190,60,60,100,84,,47,0,0,0,0,9916,83,7,77,,5,0,0,0,0,0
370,20250127,22,190,60,70,90,85,,48,0,0,0,0,9922,83,6,77,,5,0,0,0,0,0
370,20250127,23,180,60,60,120,80,,43,0,0,0,0,9926,83,8,77,,5,0,0,0,0,0
370,20250127,24,170,50,50,100,76,66,41,0,0,0,0,9925,83,8,78,,5,0,0,0,0,0
370,20250128,1,180,50,50,90,72,,40,0,0,0,0,9919,83,0,80,,5,0,0,0,0,0
370,20250128,2,190,50,40,80,69,,39,0,0,0,0,9916,83,0,81,,5,0,0,0,0,0
370,20250128,3,170,50,50,80,69,,39,0,0,0,0,9909,83,1,81,,5,0,0,0,0,0
370,20250128,4,170,50,60,100,69,,39,0,0,0,0,9906,83,4,81,,5,0,0,0,0,0
370,20250128,5,170,60,70,100,75,,40,0,0,0,0,9910,83,8,78,,5,0,0,0,0,0
370,20250128,6,180,70,70,120,76,56,40,0,0,0,0,9909,83,8,77,,5,0,0,0,0,0
370,20250128,7,180,70,60,120,75,,39,0,0,0,0,9912,83,8,78,,5,0,0,0,0,0
370,20250128,8,180,70,70,130,82,,40,0,2,0,0,9914,82,8,74,,5,0,0,0,0,0
370,20250128,9,180,70,70,120,84,,39,7,22,0,0,9913,81,8,73,,5,0,0,0,0,0
370,20250128,10,190,60,60,120,90,,41,0,22,0,0,9913,80,8,71,,5,0,0,0,0,0
370,20250128,11,190,70,80,130,93,,43,0,36,0,0,9914,79,8,70,,5,0,0,0,0,0
