validto,capacity_0,volume_0,capacity_1,production_wind,capacity_2,production_solar,capacity_4,production_heatpump,capacity_8,production_cofiring,capacity_9,production_geothermal,capacity_10,production_other,capacity_11,production_waste,capacity_12,production_biooil,capacity_13,production_biomass,capacity_14,production_wood,capacity_18,production_fossilgaspower,capacity_19,production_fossilhardcoal
2025-02-14 04:00:00+00:00,6398245,6398245,0,0,0,0,2026732,2026732,588020,588020,242562,242562,10002,10002,579000,579000,841998,841998,595002.0,595002.0,834650,834650,8389500,8389500,2523464,2523464
2025-02-14 05:00:00+00:00,6612797,6612797,0,0,0,0,2156878,2156878,588009,588009,242562,242562,10002,10002,579000,579000,841998,841998,595002.0,595002.0,970666,970666,8546500,8546500,2540310,2540310
2025-02-14 06:00:00+00:00,7179583,7179583,0,0,0,0,2393168,2393168,587997,587997,242564,242564,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1251187,1251187,9102500,9102500,2561561,2561561
2025-02-14 07:00:00+00:00,7910500,7910500,0,0,0,0,2725427,2725427,587985,587985,242568,242568,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1595649,1595649,9262750,9262750,2561944,2561944
2025-02-14 08:00:00+00:00,8461311,8461311,0,0,217438,217438,2985389,2985389,587975,587975,242568,242568,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1733335,1733335,9435750,9435750,2576685,2576685
2025-02-14 09:00:00+00:00,10359430,10359430,0,0,2182779,2182779,3007967,3007967,587963,587963,242573,242573,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1624845,1624845,9181000,9181000,2521549,2521549
2025-02-14 10:00:00+00:00,13226021,13226021,10805,10805,5331761,5331761,2863840,2863840,587951,587951,242574,242574,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1477299,1477299,8703750,8703750,2549309,2549309
2025-02-14 11:00:00+00:00,14248679,14248679,75842,75842,6819507,6819507,2533179,2533179,587940,587940,242575,242575,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1329119,1329119,8819000,8819000,2550075,2550075
2025-02-14 12:00:00+00:00,14325514,14325514,126200,126200,7410693,7410693,2105375,2105375,587929,587929,242580,242580,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1204528,1204528,9032500,9032500,2535906,2535906
2025-02-14 13:00:00+00:00,12755582,12755582,160545,160545,6437922,6437922,1656433,1656433,587917,587917,242580,242580,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1092689,1092689,8982500,8982500,2525760,2525760
2025-02-14 14:00:00+00:00,10899624,10899624,196393,196393,4991895,4991895,1251899,1251899,587906,587906,242583,242583,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1033140,1033140,9139000,9139000,2537822,2537822
2025-02-14 15:00:00+00:00,9240065,9240065,217903,217903,3373601,3373601,1009986,1009986,587895,587895,242586,242586,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1125725,1125725,9250000,9250000,2533227,2533227
2025-02-14 16:00:00+00:00,8349324,8349324,269824,269824,2032238,2032238,1167133,1167133,587883,587883,242586,242586,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1327286,1327286,9178750,9178750,2563093,2563093
2025-02-14 17:00:00+00:00,7082338,7082338,281416,281416,385659,385659,1273553,1273553,587871,587871,242591,242591,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1564394,1564394,9091000,9091000,2559263,2559263
2025-02-14 18:00:00+00:00,7069042,7069042,259353,259353,0,0,1238655,1238655,587861,587861,242592,242592,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1725810,1725810,9056250,9056250,2563475,2563475
2025-02-14 19:00:00+00:00,7351066,7351066,202979,202979,0,0,1227218,1227218,587849,587849,242592,242592,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1763451,1763451,9094250,9094250,2570751,2570751
2025-02-14 20:00:00+00:00,7282180,7282180,166824,166824,0,0,1204503,1204503,587837,587837,242597,242597,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1717942,1717942,8883500,8883500,2569793,2569793
2025-02-14 21:00:00+00:00,6829635,6829635,125358,125358,0,0,1191434,1191434,587827,587827,242598,242598,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1509687,1509687,9136500,9136500,2543565,2543565
2025-02-14 22:00:00+00:00,6584462,6584462,101706,101706,0,0,1233240,1233240,587815,587815,242602,242602,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1229362,1229362,9253000,9253000,2550840,2550840
2025-02-14 23:00:00+00:00,6519856,6519856,114148,114148,0,0,1334475,1334475,587803,587803,242604,242604,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1027587,1027587,9191750,9191750,2554861,2554861
2025-02-15 00:00:00+00:00,6381412,6381412,87293,87293,0,0,1489450,1489450,587793,587793,242604,242604,10002,10002,579000,579000,841998,841998,595002.0,595002.0,830278,830278,8829250,8829250,2563283,2563283
2025-02-15 01:00:00+00:00,6397886,6397886,116480,116480,0,0,1708496,1708496,587781,587781,242610,242610,10002,10002,579000,579000,841998,841998,595002.0,595002.0,733021,733021,8349000,8349000,2566921,2566921
2025-02-15 02:00:00+00:00,6599151,6599151,32503,32503,0,0,1921295,1921295,587769,587769,242610,242610,10002,10002,579000,579000,841998,841998,595002.0,595002.0,728223,728223,8079250,8079250,2565007,2565007
2025-02-15 03:00:00+00:00,6808381,6808381,13156,13156,0,0,2069850,2069850,587758,587758,242613,242613,10002,10002,579000,579000,841998,841998,595002.0,595002.0,741498,741498,8085250,8085250,2565964,2565964
2025-02-15 04:00:00+00:00,6823516,6823516,31816,31816,0,0,2167496,2167496,587747,587747,242616,242616,10002,10002,579000,579000,841998,841998,595002.0,595002.0,783833,783833,8112250,8112250,2558307,2558307
2025-02-15 05:00:00+00:00,6981247,6981247,38231,38231,0,0,2292401,2292401,587735,587735,242616,242616,10002,10002,579000,579000,841998,841998,595002.0,595002.0,911002,911002,8169000,8169000,2552564,2552564
2025-02-15 06:00:00+00:00,7491569,7491569,23646,23646,0,0,2515432,2515432,587724,587724,242621,242621,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1193629,1193629,8285000,8285000,2565198,2565198
2025-02-15 07:00:00+00:00,8229632,8229632,48450,48450,0,0,2845534,2845534,587713,587713,242622,242622,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1550530,1550530,8621500,8621500,2566922,2566922
2025-02-15 08:00:00+00:00,8894280,8894280,80785,80785,207586,207586,3109950,3109950,587701,587701,242623,242623,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1691173,1691173,9043750,9043750,2574580,2574580
2025-02-15 09:00:00+00:00,10004926,10004926,82733,82733,1479751,1479751,3114680,3114680,587690,587690,242628,242628,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1583742,1583742,9358750,9358750,2578408,2578408
2025-02-15 10:00:00+00:00,11572659,11572659,94149,94149,3380872,3380872,2941176,2941176,587679,587679,242628,242628,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1416759,1416759,9362750,9362750,2555244,2555244
2025-02-15 11:00:00+00:00,12815572,12815572,148311,148311,5030041,5030041,2590624,2590624,587667,587667,242631,242631,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1272010,1272010,9308500,9308500,2556391,2556391
2025-02-15 12:00:00+00:00,12689220,12689220,212493,212493,5462631,5462631,2136818,2136818,587655,587655,242634,242634,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1170247,1170247,9461500,9461500,2579557,2579557
2025-02-15 13:00:00+00:00,11536671,11536671,244530,244530,4899026,4899026,1668968,1668968,587645,587645,242634,242634,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1063833,1063833,9394750,9394750,2580131,2580131
2025-02-15 14:00:00+00:00,10411714,10411714,193721,193721,4452223,4452223,1252838,1252838,587633,587633,242640,242640,10002,10002,579000,579000,841998,841998,595002.0,595002.0,995332,995332,9166250,9166250,2555627,2555627
2025-02-15 15:00:00+00:00,9049568,9049568,192614,192614,3318256,3318256,1005382,1005382,587621,587621,242640,242640,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1096852,1096852,9138000,9138000,2576494,2576494
2025-02-15 16:00:00+00:00,7859653,7859653,257431,257431,1589653,1589653,1156469,1156469,587611,587611,242640,242640,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1297071,1297071,9415000,9415000,2571900,2571900
2025-02-15 17:00:00+00:00,7191117,7191117,215682,215682,304859,304859,1259591,1259591,587599,587599,242645,242645,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1529581,1529581,9211000,9211000,2556200,2556200
2025-02-15 18:00:00+00:00,7145420,7145420,232250,232250,0,0,1221658,1221658,587587,587587,242646,242646,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1679391,1679391,9150750,9150750,2559264,2559264
2025-02-15 19:00:00+00:00,7092362,7092362,232877,232877,0,0,1209671,1209671,587577,587577,242648,242648,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1694774,1694774,9320500,9320500,2577452,2577452
2025-02-15 20:00:00+00:00,7011447,7011447,212216,212216,0,0,1186859,1186859,587565,587565,242652,242652,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1650587,1650587,9305750,9305750,2576684,2576684
2025-02-15 21:00:00+00:00,6801741,6801741,256825,256825,0,0,1171381,1171381,587553,587553,242653,242653,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1485757,1485757,9047750,9047750,2565198,2565198
2025-02-15 22:00:00+00:00,6864189,6864189,321350,321350,0,0,1206275,1206275,587542,587542,242658,242658,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1245037,1245037,8364250,8364250,2559456,2559456
2025-02-15 23:00:00+00:00,7155809,7155809,481474,481474,0,0,1297982,1297982,587531,587531,242658,242658,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1071419,1071419,6907500,6907500,2568453,2568453
2025-02-16 00:00:00+00:00,7132223,7132223,482366,482366,0,0,1438588,1438588,587519,587519,242661,242661,10002,10002,579000,579000,841998,841998,595002.0,595002.0,877914,877914,6519000,6519000,2568453,2568453
2025-02-16 01:00:00+00:00,7446376,7446376,551470,551470,0,0,1645408,1645408,587508,587508,242664,242664,10002,10002,579000,579000,841998,841998,595002.0,595002.0,785483,785483,5821000,5821000,2566539,2566539
2025-02-16 02:00:00+00:00,7742604,7742604,601319,601319,0,0,1851885,1851885,587497,587497,242664,242664,10002,10002,579000,579000,841998,841998,595002.0,595002.0,780150,780150,5166250,5166250,2565006,2565006
2025-02-16 03:00:00+00:00,7760343,7760343,683312,683312,0,0,1991052,1991052,587485,587485,242669,242669,10002,10002,579000,579000,841998,841998,595002.0,595002.0,808478,808478,4984750,4984750,2566730,2566730
2025-02-16 04:00:00+00:00,8187515,8187515,909858,909858,0,0,2078150,2078150,587474,587474,242670,242670,10002,10002,579000,579000,841998,841998,595002.0,595002.0,869014,869014,4950000,4950000,2571899,2571899
2025-02-16 05:00:00+00:00,8627969,8627969,826626,826626,0,0,2195525,2195525,587463,587463,242671,242671,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1013332,1013332,4474000,4474000,2563475,2563475
2025-02-16 06:00:00+00:00,9750504,9750504,866862,866862,0,0,2413372,2413372,587451,587451,242676,242676,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1340049,1340049,4267500,4267500,2542990,2542990
2025-02-16 07:00:00+00:00,11219562,11219562,1097085,1097085,0,0,2737780,2737780,587439,587439,242676,242676,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1741099,1741099,4295000,4295000,2565581,2565581
2025-02-16 08:00:00+00:00,13012607,13012607,1403362,1403362,530285,530285,3007855,3007855,587429,587429,242680,242680,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1912025,1912025,4029500,4029500,2556199,2556199
2025-02-16 09:00:00+00:00,16140740,16140740,1777569,1777569,3142416,3142416,3031589,3031589,587417,587417,242682,242682,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1814374,1814374,3753750,3753750,2560987,2560987
2025-02-16 10:00:00+00:00,19420725,19420725,2402430,2402430,6269554,6269554,2873822,2873822,587405,587405,242682,242682,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1649674,1649674,3618250,3618250,2528440,2528440
2025-02-16 11:00:00+00:00,22453504,22453504,2940113,2940113,9383956,9383956,2560154,2560154,587394,587394,242688,242688,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1468530,1468530,2869250,2869250,2266924,2266924
2025-02-16 12:00:00+00:00,24469110,24469110,3390165,3390165,11893583,11893583,2138417,2138417,587383,587383,242688,242688,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1315033,1315033,2649000,2649000,2049440,2049440
2025-02-16 13:00:00+00:00,24965749,24965749,3619327,3619327,12543451,12543451,1683880,1683880,587371,587371,242690,242690,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1169685,1169685,2706500,2706500,1887859,1887859
2025-02-16 14:00:00+00:00,23612134,23612134,3814672,3814672,11480268,11480268,1272279,1272279,587360,587360,242694,242694,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1096225,1096225,3006250,3006250,2104386,2104386
2025-02-16 15:00:00+00:00,21015855,21015855,3984187,3984187,9201460,9201460,1026454,1026454,587349,587349,242694,242694,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1207006,1207006,3989000,3989000,2436545,2436545
2025-02-16 16:00:00+00:00,17253346,17253346,3814188,3814188,5279943,5279943,1182058,1182058,587337,587337,242696,242696,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1447518,1447518,5968500,5968500,2551798,2551798
2025-02-16 17:00:00+00:00,12893833,12893833,3037777,3037777,1236329,1236329,1280017,1280017,587325,587325,242700,242700,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1752654,1752654,7369250,7369250,2565582,2565582
2025-02-16 18:00:00+00:00,11183094,11183094,1907881,1907881,0,0,1223547,1223547,587315,587315,242701,242701,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2034500,2034500,7684750,7684750,2574196,2574196
2025-02-16 19:00:00+00:00,11277167,11277167,1454031,1454031,0,0,1199135,1199135,587303,587303,242706,242706,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2174836,2174836,7673250,7673250,2556967,2556967
2025-02-16 20:00:00+00:00,11192409,11192409,1480758,1480758,0,0,1172303,1172303,587291,587291,242706,242706,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2179943,2179943,7544000,7544000,2569219,2569219
2025-02-16 21:00:00+00:00,10810853,10810853,1534010,1534010,0,0,1159036,1159036,587281,587281,242709,242709,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1933655,1933655,7667250,7667250,2565773,2565773
2025-02-16 22:00:00+00:00,9865575,9865575,1426644,1426644,0,0,1195485,1195485,587269,587269,242712,242712,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1548298,1548298,7690750,7690750,2570176,2570176
2025-02-16 23:00:00+00:00,8939528,8939528,1065160,1065160,0,0,1281417,1281417,587257,587257,242712,242712,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1303814,1303814,6928250,6928250,2557349,2557349
2025-02-17 00:00:00+00:00,8086913,8086913,752997,752997,0,0,1421585,1421585,587247,587247,242718,242718,10002,10002,579000,579000,841998,841998,595002.0,595002.0,971942,971942,6461250,6461250,2509105,2509105
2025-02-17 01:00:00+00:00,7835825,7835825,666841,666841,0,0,1628721,1628721,587235,587235,242718,242718,10002,10002,579000,579000,841998,841998,595002.0,595002.0,898632,898632,6498750,6498750,2539735,2539735
2025-02-17 02:00:00+00:00,7886578,7886578,569293,569293,0,0,1840864,1840864,587223,587223,242720,242720,10002,10002,579000,579000,841998,841998,595002.0,595002.0,896547,896547,6487000,6487000,2528632,2528632
2025-02-17 03:00:00+00:00,7812236,7812236,637948,637948,0,0,1986371,1986371,587212,587212,242724,242724,10002,10002,579000,579000,841998,841998,595002.0,595002.0,919044,919044,6743750,6743750,2530356,2530356
2025-02-17 04:00:00+00:00,7865093,7865093,645369,645369,0,0,2081175,2081175,587201,587201,242724,242724,10002,10002,579000,579000,841998,841998,595002.0,595002.0,982685,982685,7244000,7244000,2556583,2556583
2025-02-17 05:00:00+00:00,8140236,8140236,557804,557804,0,0,2205102,2205102,587189,587189,242728,242728,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1151470,1151470,7552500,7552500,2569410,2569410
2025-02-17 06:00:00+00:00,8510514,8510514,462338,462338,0,0,2424489,2424489,587178,587178,242730,242730,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1511582,1511582,8819500,8819500,2553521,2553521
2025-02-17 07:00:00+00:00,9183194,9183194,365166,365166,0,0,2744782,2744782,587167,587167,242730,242730,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1965103,1965103,9045500,9045500,2560987,2560987
2025-02-17 08:00:00+00:00,10739681,10739681,387390,387390,1072519,1072519,3015206,3015206,587155,587155,242736,242736,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2139668,2139668,8676250,8676250,2571516,2571516
2025-02-17 09:00:00+00:00,15813773,15813773,542730,542730,6254480,6254480,3087557,3087557,587144,587144,242736,242736,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1949493,1949493,7828500,7828500,2549692,2549692
2025-02-17 10:00:00+00:00,20303589,20303589,701795,701795,11185436,11185436,2964261,2964261,587133,587133,242739,242739,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1721086,1721086,6857750,6857750,2542224,2542224
2025-02-17 11:00:00+00:00,22247715,22247715,531011,531011,13791071,13791071,2663186,2663186,587121,587121,242742,242742,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1486694,1486694,5955750,5955750,2528633,2528633
2025-02-17 12:00:00+00:00,22841289,22841289,522350,522350,14988368,14988368,2251596,2251596,587109,587109,242742,242742,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1312517,1312517,5284500,5284500,2541842,2541842
2025-02-17 13:00:00+00:00,22087458,22087458,913887,913887,14382231,14382231,1792021,1792021,587099,587099,242744,242744,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1178465,1178465,4907000,4907000,2543565,2543565
2025-02-17 14:00:00+00:00,20146899,20146899,1350574,1350574,12482847,12482847,1360799,1360799,587087,587087,242748,242748,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1085989,1085989,5725250,5725250,2566155,2566155
2025-02-17 15:00:00+00:00,17113043,17113043,1631359,1631359,9425200,9425200,1100282,1100282,587075,587075,242749,242749,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1123145,1123145,6882500,6882500,2573813,2573813
2025-02-17 16:00:00+00:00,13332606,13332606,1597234,1597234,5341941,5341941,1268364,1268364,587065,587065,242754,242754,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1251024,1251024,8001500,8001500,2553138,2553138
2025-02-17 17:00:00+00:00,9215308,9215308,1343917,1343917,1249396,1249396,1365265,1365265,587053,587053,242754,242754,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1436555,1436555,8802000,8802000,2566730,2566730
2025-02-17 18:00:00+00:00,7708765,7708765,895336,895336,0,0,1294044,1294044,587041,587041,242758,242758,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1544845,1544845,9184500,9184500,2545863,2545863
2025-02-17 19:00:00+00:00,7860366,7860366,714831,714831,0,0,1270886,1270886,587031,587031,242760,242760,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1505361,1505361,9349250,9349250,2528059,2528059
2025-02-17 20:00:00+00:00,8175064,8175064,712750,712750,0,0,1244230,1244230,587019,587019,242760,242760,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1423057,1423057,9349750,9349750,2534759,2534759
2025-02-17 21:00:00+00:00,8430131,8430131,775691,775691,0,0,1229279,1229279,587007,587007,242766,242766,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1311886,1311886,9239500,9239500,2535333,2535333
2025-02-17 22:00:00+00:00,8440177,8440177,749974,749974,0,0,1271414,1271414,586996,586996,242766,242766,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1168270,1168270,9139500,9139500,2532079,2532079
2025-02-17 23:00:00+00:00,8568726,8568726,823869,823869,0,0,1372600,1372600,586985,586985,242768,242768,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1067244,1067244,8817500,8817500,2520017,2520017
2025-02-18 00:00:00+00:00,8320381,8320381,925404,925404,0,0,1534203,1534203,586973,586973,242772,242772,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1002515,1002515,8345500,8345500,2549691,2549691
2025-02-18 01:00:00+00:00,8290436,8290436,1029554,1029554,0,0,1762329,1762329,586962,586962,242772,242772,10002,10002,579000,579000,841998,841998,595002.0,595002.0,930550,930550,7625500,7625500,2523272,2523272
2025-02-18 02:00:00+00:00,8526110,8526110,1027571,1027571,0,0,1987994,1987994,586951,586951,242776,242776,10002,10002,579000,579000,841998,841998,595002.0,595002.0,922548,922548,7621250,7621250,2531121,2531121
2025-02-18 03:00:00+00:00,8653140,8653140,965668,965668,0,0,2143782,2143782,586939,586939,242778,242778,10002,10002,579000,579000,841998,841998,595002.0,595002.0,945447,945447,7491500,7491500,2538396,2538396
2025-02-18 04:00:00+00:00,9440111,9440111,1194999,1194999,0,0,2252653,2252653,586928,586928,242779,242779,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1010974,1010974,7488750,7488750,2546246,2546246
2025-02-18 05:00:00+00:00,10106303,10106303,1556178,1556178,0,0,2393135,2393135,586917,586917,242784,242784,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1186257,1186257,7812250,7812250,2524994,2524994
2025-02-18 06:00:00+00:00,10679057,10679057,1627050,1627050,0,0,2633756,2633756,586905,586905,242784,242784,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1565775,1565775,8689500,8689500,2530930,2530930
2025-02-18 07:00:00+00:00,11535952,11535952,1574903,1574903,0,0,2988867,2988867,586893,586893,242787,242787,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2028891,2028891,8853500,8853500,2537056,2537056
2025-02-18 08:00:00+00:00,12694814,12694814,1276559,1276559,987405,987405,3280391,3280391,586883,586883,242790,242790,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2183916,2183916,8844250,8844250,2570559,2570559
2025-02-18 09:00:00+00:00,16625607,16625607,1372500,1372500,4872359,4872359,3327651,3327651,586871,586871,242790,242790,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2034604,2034604,7913250,7913250,2557540,2557540
2025-02-18 10:00:00+00:00,21093480,21093480,1892043,1892043,9133454,9133454,3190501,3190501,586859,586859,242793,242793,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1817795,1817795,4881750,4881750,2549691,2549691
2025-02-18 11:00:00+00:00,23447793,23447793,2286261,2286261,11828157,11828157,2874661,2874661,586848,586848,242796,242796,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1586590,1586590,2622750,2622750,2530737,2530737
2025-02-18 12:00:00+00:00,24897768,24897768,2647596,2647596,13566931,13566931,2429926,2429926,586837,586837,242796,242796,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1400980,1400980,2071000,2071000,2227103,2227103
2025-02-18 13:00:00+00:00,25113789,25113789,2987140,2987140,13785079,13785079,1932567,1932567,586825,586825,242801,242801,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1240500,1240500,1929250,1929250,2086389,2086389
2025-02-18 14:00:00+00:00,23898206,23898206,3586069,3586069,12236749,12236749,1466775,1466775,586814,586814,242802,242802,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1135446,1135446,2220750,2220750,2310765,2310765
2025-02-18 15:00:00+00:00,21617650,21617650,3994856,3994856,9728188,9728188,1186657,1186657,586803,586803,242806,242806,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1157224,1157224,3622250,3622250,2468709,2468709
2025-02-18 16:00:00+00:00,17752157,17752157,4051661,4051661,5200748,5200748,1364405,1364405,586791,586791,242808,242808,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1293180,1293180,5889750,5889750,2550265,2550265
2025-02-18 17:00:00+00:00,14263703,14263703,3606339,3606339,1295020,1295020,1479158,1479158,586779,586779,242808,242808,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1461182,1461182,7617500,7617500,2542799,2542799
2025-02-18 18:00:00+00:00,12805384,12805384,2924448,2924448,0,0,1421070,1421070,586769,586769,242814,242814,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1544742,1544742,7840000,7840000,2558306,2558306
2025-02-18 19:00:00+00:00,12826347,12826347,2749803,2749803,0,0,1397282,1397282,586757,586757,242814,242814,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1491605,1491605,7635000,7635000,2542607,2542607
2025-02-18 20:00:00+00:00,12884586,12884586,2974552,2974552,0,0,1370122,1370122,586745,586745,242816,242816,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1405264,1405264,7241500,7241500,2541652,2541652
2025-02-18 21:00:00+00:00,12936362,12936362,3084088,3084088,0,0,1353753,1353753,586735,586735,242820,242820,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1281874,1281874,5673750,5673750,2536290,2536290
2025-02-18 22:00:00+00:00,12609987,12609987,2994946,2994946,0,0,1399276,1399276,586723,586723,242820,242820,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1132624,1132624,3847500,3847500,2507764,2507764
2025-02-18 23:00:00+00:00,12496465,12496465,2989084,2989084,0,0,1509437,1509437,586711,586711,242825,242825,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1024058,1024058,2369000,2369000,2562136,2562136
2025-02-19 00:00:00+00:00,12599830,12599830,3109248,3109248,0,0,1681107,1681107,586701,586701,242826,242826,10002,10002,579000,579000,841998,841998,595002.0,595002.0,958095,958095,1974500,1974500,2513125,2513125
2025-02-19 01:00:00+00:00,12781684,12781684,3060116,3060116,0,0,1925917,1925917,586689,586689,242827,242827,10002,10002,579000,579000,841998,841998,595002.0,595002.0,885028,885028,1939500,1939500,2441333,2441333
2025-02-19 02:00:00+00:00,13169218,13169218,3266018,3266018,0,0,2169869,2169869,586677,586677,242832,242832,10002,10002,579000,579000,841998,841998,595002.0,595002.0,882711,882711,2002250,2002250,2462200,2462200
2025-02-19 03:00:00+00:00,13432543,13432543,3426937,3426937,0,0,2328210,2328210,586666,586666,242832,242832,10002,10002,579000,579000,841998,841998,595002.0,595002.0,904032,904032,2076500,2076500,2459520,2459520
2025-02-19 04:00:00+00:00,13479397,13479397,3422626,3422626,0,0,2426173,2426173,586655,586655,242835,242835,10002,10002,579000,579000,841998,841998,595002.0,595002.0,963740,963740,2052500,2052500,2519825,2519825
2025-02-19 05:00:00+00:00,13867722,13867722,3508085,3508085,0,0,2564360,2564360,586643,586643,242838,242838,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1125923,1125923,2256750,2256750,2476366,2476366
2025-02-19 06:00:00+00:00,14461237,14461237,3472575,3472575,0,0,2814367,2814367,586632,586632,242838,242838,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1479948,1479948,3686000,3686000,2326846,2326846
2025-02-19 07:00:00+00:00,14998737,14998737,3219330,3219330,8575,8575,3181517,3181517,586621,586621,242844,242844,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1916536,1916536,5083000,5083000,2279751,2279751
2025-02-19 08:00:00+00:00,16748024,16748024,3480247,3480247,957334,957334,3493478,3493478,586609,586609,242844,242844,10002,10002,579000,579000,841998,841998,595002.0,595002.0,2083428,2083428,5173250,5173250,2282431,2282431
2025-02-19 09:00:00+00:00,20132516,20132516,3903089,3903089,4112277,4112277,3528445,3528445,586598,586598,242844,242844,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1949813,1949813,4742750,4742750,2330293,2330293
2025-02-19 10:00:00+00:00,23330245,23330245,4423479,4423479,7222472,7222472,3359625,3359625,586587,586587,242849,242849,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1729965,1729965,2835250,2835250,1920405,1920405
