ds,actual,predicted,window_start,window_end
2025-04-21 01:00:00,0.09862,0.0729714594720624,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 02:00:00,0.1,0.07076270987076216,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 03:00:00,0.09798,0.06726802905661666,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 04:00:00,0.1,0.07215318485548883,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 05:00:00,0.10065,0.08555689912084952,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 06:00:00,0.09465,0.08701321364939119,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 07:00:00,0.0912999999999999,0.09262502158442198,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 08:00:00,0.0927099999999999,0.09240251811421174,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 09:00:00,0.06808,0.08710714061136937,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 10:00:00,0.04,0.0864659257312066,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 11:00:00,0.0155199999999999,0.05826706206369159,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 12:00:00,0.00891,0.04367694720957438,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 13:00:00,0.00836,0.05170869644149545,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 14:00:00,0.0103699999999999,0.06397910988000122,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 15:00:00,0.05636,0.06563963157368669,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 16:00:00,0.10017,0.09755839255680132,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 17:00:00,0.10437,0.12909194413412017,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 18:00:00,0.12311,0.140018375857759,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 19:00:00,0.14,0.1442173460148395,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 20:00:00,0.1321,0.12211976224822774,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 21:00:00,0.1227699999999999,0.10034459129934892,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 22:00:00,0.1071299999999999,0.09020581667170846,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 23:00:00,0.09567,0.0883255418116925,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 00:00:00,0.0884,0.0812405628162477,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 01:00:00,0.08698,0.09218683295838703,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 02:00:00,0.08462,0.08398156164205717,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 03:00:00,0.08389,0.0761476349999769,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 04:00:00,0.09509,0.08834757059547149,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 05:00:00,0.1174,0.09760659693292562,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 06:00:00,0.14614,0.11495766797512197,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 07:00:00,0.147,0.1273953106016681,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 08:00:00,0.11252,0.11804772289959331,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 09:00:00,0.0983199999999999,0.07884263896242683,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 10:00:00,0.09081,0.052468485491863226,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-22 11:00:00,0.08142,0.03408358211659923,2025-04-19 12:00:00,2025-04-24 12:00:00
