validfrom (UTC),validto (UTC),point,type,granularity,timezone,activity,classification,capacity (kW),volume (kWh),percentage,emission (kg CO2),emissionfactor (kg CO2/kWh)
9/19/24 6:00,9/19/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13220594,13220594,0.364184499,3346534,0.253566504
9/19/24 7:00,9/19/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14217680,14217680,0.391646504,2721085,0.191556245
9/19/24 8:00,9/19/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14602424,14602424,0.402240247,1755349,0.120564751
9/19/24 9:00,9/19/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16737823,16737823,0.461057007,1154516,0.069362499
9/19/24 10:00,9/19/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20127604,20127604,0.554425001,907681,0.04522245
9/19/24 11:00,9/19/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22516299,22516299,0.620215774,875389,0.0388841
9/19/24 12:00,9/19/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22461558,22461558,0.618700743,879052,0.039143652
9/19/24 13:00,9/19/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21052060,21052060,0.579869747,873352,0.04150895
9/19/24 14:00,9/19/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19367866,19367866,0.533473492,1118077,0.057894848
9/19/24 15:00,9/19/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18751343,18751343,0.516485989,2144206,0.114446796
9/19/24 16:00,9/19/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17714279,17714279,0.487915754,3239661,0.183400244
9/19/24 17:00,9/19/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15199035,15199035,0.418631762,3493212,0.230330005
9/19/24 18:00,9/19/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14031986,14031986,0.386483252,3407840,0.242838249
9/19/24 19:00,9/19/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12868724,12868724,0.354439259,2910882,0.226068243
9/19/24 20:00,9/19/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11604200,11604200,0.319607258,2295038,0.197457254
9/19/24 21:00,9/19/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9716394,9716394,0.267609745,1796104,0.184918493
9/19/24 22:00,9/19/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7828408,7828408,0.215608001,1420942,0.181446001
9/19/24 23:00,9/20/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6567806,6567806,0.180886999,1159669,0.176576748
9/20/24 0:00,9/20/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6333303,6333303,0.174426243,1066939,0.168515995
9/20/24 1:00,9/20/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6388179,6388179,0.175935507,1021570,0.159922495
9/20/24 2:00,9/20/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7032613,7032613,0.193681747,1233831,0.175308257
9/20/24 3:00,9/20/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8467264,8467264,0.23319,1784407,0.209810257
9/20/24 4:00,9/20/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11469067,11469067,0.315856755,2925211,0.254931003
9/20/24 5:00,9/20/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12781526,12781526,0.351997763,3367324,0.263517499
9/20/24 6:00,9/20/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14401037,14401037,0.396593988,3334813,0.232104748
9/20/24 7:00,9/20/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15282293,15282293,0.420858264,2125496,0.140050754
9/20/24 8:00,9/20/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18048683,18048683,0.497035742,1293167,0.072094828
9/20/24 9:00,9/20/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21115034,21115034,0.581472278,1108685,0.052620426
9/20/24 10:00,9/20/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23454396,23454396,0.645887256,1016778,0.043382399
9/20/24 11:00,9/20/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24845962,24845962,0.684200525,962064,0.038722824
9/20/24 12:00,9/20/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24773599,24773599,0.682200015,957265,0.038643423
9/20/24 13:00,9/20/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23406589,23406589,0.644549251,964109,0.041211177
9/20/24 14:00,9/20/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21314102,21314102,0.586921275,1186466,0.055836573
9/20/24 15:00,9/20/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19088489,19088489,0.525629222,1876581,0.098773852
9/20/24 16:00,9/20/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16776220,16776220,0.461952507,2891950,0.173523247
9/20/24 17:00,9/20/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13151244,13151244,0.362130255,3147547,0.240263253
9/20/24 18:00,9/20/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11465574,11465574,0.315710515,2982567,0.260136247
9/20/24 19:00,9/20/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9952062,9952062,0.274031997,2451702,0.246189252
9/20/24 20:00,9/20/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9107255,9107255,0.250767499,2082535,0.228631496
9/20/24 21:00,9/20/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8426982,8426982,0.232033253,1833672,0.217630252
9/20/24 22:00,9/20/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8093471,8093471,0.222847745,1855233,0.229269251
9/20/24 23:00,9/21/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7657539,7657539,0.210842505,1901301,0.24840425
9/21/24 0:00,9/21/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7282926,7282926,0.200525507,1979355,0.271850497
9/21/24 1:00,9/21/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6692875,6692875,0.184276998,1898423,0.283661515
9/21/24 2:00,9/21/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6475821,6475821,0.178298756,1893562,0.292414993
9/21/24 3:00,9/21/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6315473,6315473,0.173882246,1889090,0.299122512
9/21/24 4:00,9/21/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6681921,6681921,0.183969244,2084487,0.311918736
9/21/24 5:00,9/21/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6910375,6910375,0.190257251,2169778,0.314017236
9/21/24 6:00,9/21/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7416581,7416581,0.204191506,1837475,0.249263749
9/21/24 7:00,9/21/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9172505,9172505,0.252532244,1129663,0.125744253
9/21/24 8:00,9/21/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12860011,12860011,0.354050756,865772,0.0679214
9/21/24 9:00,9/21/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15819418,15819418,0.435521752,820237,0.051938973
9/21/24 10:00,9/21/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18098906,18098906,0.498272002,811798,0.044878151
9/21/24 11:00,9/21/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19042275,19042275,0.524237514,811080,0.042598076
9/21/24 12:00,9/21/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18987044,18987044,0.522711277,807720,0.04254825
9/21/24 13:00,9/21/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17534144,17534144,0.482707739,853112,0.048766449
9/21/24 14:00,9/21/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15703649,15703649,0.432309985,1324346,0.084759772
9/21/24 15:00,9/21/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15103983,15103983,0.415796757,2685887,0.178320006
9/21/24 16:00,9/21/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14187647,14187647,0.390566736,3905031,0.276432753
9/21/24 17:00,9/21/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11792325,11792325,0.324623257,4153133,0.35269174
9/21/24 18:00,9/21/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11574077,11574077,0.318611503,4188079,0.361838251
9/21/24 19:00,9/21/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11332469,11332469,0.311957002,4041201,0.356602758
9/21/24 20:00,9/21/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10764870,10764870,0.296328992,3793082,0.352310985
9/21/24 21:00,9/21/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8663648,8663648,0.238484755,2971735,0.342948496
9/21/24 22:00,9/21/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8277312,8277312,0.227847502,2811466,0.33965674
9/21/24 23:00,9/22/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7889941,7889941,0.217182249,2699562,0.342181504
9/22/24 0:00,9/22/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7600206,7600206,0.209204257,2653792,0.349178255
9/22/24 1:00,9/22/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7562584,7562584,0.208166257,2687491,0.355366498
9/22/24 2:00,9/22/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7533687,7533687,0.207368746,2723332,0.361495763
9/22/24 3:00,9/22/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7446151,7446151,0.204956993,2753821,0.369827747
9/22/24 4:00,9/22/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7483700,7483700,0.205988005,2757257,0.36843574
9/22/24 5:00,9/22/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7266974,7266974,0.200020507,2631001,0.361993998
9/22/24 6:00,9/22/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6710346,6710346,0.184697494,1787079,0.267626494
9/22/24 7:00,9/22/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8700289,8700289,0.239466503,1194172,0.139362246
9/22/24 8:00,9/22/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11299633,11299633,0.311007261,963164,0.085786097
9/22/24 9:00,9/22/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14442750,14442750,0.397512496,931303,0.064718023
9/22/24 10:00,9/22/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16239358,16239358,0.446956486,931866,0.0573886
9/22/24 11:00,9/22/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17453912,17453912,0.480379254,939982,0.053885575
9/22/24 12:00,9/22/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15780761,15780761,0.434324741,944901,0.0599491
9/22/24 13:00,9/22/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12880748,12880748,0.354505241,1062916,0.082913376
9/22/24 14:00,9/22/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10888287,10888287,0.299665242,1518670,0.139253005
9/22/24 15:00,9/22/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12817143,12817143,0.352746487,2994943,0.233265504
9/22/24 16:00,9/22/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13180735,13180735,0.36274901,4014595,0.304957747
9/22/24 17:00,9/22/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12185379,12185379,0.335352004,4169163,0.342260748
9/22/24 18:00,9/22/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11841557,11841557,0.325886011,4226446,0.356926501
9/22/24 19:00,9/22/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11788321,11788321,0.324416995,4257732,0.361181259
9/22/24 20:00,9/22/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11654415,11654415,0.320728511,4178077,0.358471245
9/22/24 21:00,9/22/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9923622,9923622,0.273094237,3498661,0.352537245
9/22/24 22:00,9/22/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10050402,10050402,0.276580006,3331735,0.331458002
9/22/24 23:00,9/23/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9773412,9773412,0.268954247,3197289,0.327423513
9/23/24 0:00,9/23/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9953225,9953225,0.273899496,3591947,0.360884488
9/23/24 1:00,9/23/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9657721,9657721,0.265764743,3451125,0.357305497
9/23/24 2:00,9/23/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10040534,10040534,0.276295751,3435020,0.342187494
9/23/24 3:00,9/23/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10782181,10782181,0.296701252,3632052,0.336837262
9/23/24 4:00,9/23/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12572176,12572176,0.345953763,4397682,0.349750757
9/23/24 5:00,9/23/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13100117,13100117,0.360477239,4532967,0.346088499
9/23/24 6:00,9/23/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13693427,13693427,0.376798987,4459121,0.325848013
9/23/24 7:00,9/23/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15265751,15265751,0.420059502,4093913,0.269049764
9/23/24 8:00,9/23/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16568911,16568911,0.455913007,3242484,0.195641756
9/23/24 9:00,9/23/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17956907,17956907,0.494099736,2543823,0.142222747
9/23/24 10:00,9/23/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19421811,19421811,0.534401476,2234427,0.115094252
9/23/24 11:00,9/23/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20018446,20018446,0.550812244,2146055,0.107224248
9/23/24 12:00,9/23/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19702093,19702093,0.542101502,2176801,0.110503748
9/23/24 13:00,9/23/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20698565,20698565,0.569513023,2572740,0.124342501
9/23/24 14:00,9/23/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19802982,19802982,0.544865012,3643817,0.184147507
9/23/24 15:00,9/23/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18957413,18957413,0.52159375,4449626,0.235291496
9/23/24 16:00,9/23/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16116617,16116617,0.443427265,4660284,0.289949
9/23/24 17:00,9/23/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13714510,13714510,0.377332509,4840806,0.353332251
9/23/24 18:00,9/23/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13000822,13000822,0.357692242,4825048,0.371134758
9/23/24 19:00,9/23/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12916619,12916619,0.355371743,4663287,0.361037254
9/23/24 20:00,9/23/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12331965,12331965,0.339282244,4540944,0.368263245
9/23/24 21:00,9/23/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10591690,10591690,0.291399747,3886837,0.366897255
9/23/24 22:00,9/23/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9608292,9608292,0.264341503,3369422,0.350574493
9/23/24 23:00,9/24/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8761667,8761667,0.241046503,2965887,0.338519007
9/24/24 0:00,9/24/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8363324,8363324,0.230085,2697251,0.322457492
9/24/24 1:00,9/24/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8539003,8539003,0.234915495,2632034,0.308243245
9/24/24 2:00,9/24/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8884440,8884440,0.244415998,2725417,0.306728512
9/24/24 3:00,9/24/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10173831,10173831,0.279884487,3266952,0.320931256
9/24/24 4:00,9/24/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11943327,11943327,0.328560263,3986294,0.333737999
9/24/24 5:00,9/24/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12481754,12481754,0.3433685,4086591,0.327442735
9/24/24 6:00,9/24/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13562942,13562942,0.373106986,4125060,0.304602504
9/24/24 7:00,9/24/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16008719,16008719,0.440383762,4006023,0.251136243
9/24/24 8:00,9/24/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18017813,18017813,0.495646507,3323198,0.184804246
9/24/24 9:00,9/24/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18860707,18860707,0.518827498,2678585,0.142090499
9/24/24 10:00,9/24/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19168116,19168116,0.527278006,2414330,0.125853002
9/24/24 11:00,9/24/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19591228,19591228,0.538910747,1910781,0.097706601
9/24/24 12:00,9/24/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20991169,20991169,0.577413261,1901882,0.090666778
9/24/24 13:00,9/24/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19123687,19123687,0.526037753,2131055,0.111787997
9/24/24 14:00,9/24/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17900740,17900740,0.49239251,2712167,0.152248994
9/24/24 15:00,9/24/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16540213,16540213,0.454963505,3350806,0.202495247
9/24/24 16:00,9/24/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15963856,15963856,0.439105004,3790557,0.237668246
9/24/24 17:00,9/24/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14853471,14853471,0.408558011,3969795,0.267417252
9/24/24 18:00,9/24/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13629562,13629562,0.374888748,3671323,0.269287258
9/24/24 19:00,9/24/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11714584,11714584,0.322212487,3071988,0.262137502
9/24/24 20:00,9/24/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10184881,10184881,0.280134499,2353267,0.230747744
9/24/24 21:00,9/24/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9321487,9321487,0.256383747,2016844,0.216345757
9/24/24 22:00,9/24/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8725944,8725944,0.240000993,1580494,0.180843994
9/24/24 23:00,9/25/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7956931,7956931,0.218847498,1294701,0.16272375
9/25/24 0:00,9/25/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8070292,8070292,0.221963003,1273774,0.157834753
9/25/24 1:00,9/25/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8185302,8185302,0.225124002,1300687,0.158904254
9/25/24 2:00,9/25/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8410907,8410907,0.231325999,1496201,0.177886754
9/25/24 3:00,9/25/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8236433,8236433,0.226524502,1570667,0.190646753
9/25/24 4:00,9/25/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8983844,8983844,0.247078001,1949868,0.216619253
9/25/24 5:00,9/25/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10690129,10690129,0.294001251,2632382,0.246250749
9/25/24 6:00,9/25/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11159345,11159345,0.306902498,2744557,0.245996743
9/25/24 7:00,9/25/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12019829,12019829,0.330563754,2823086,0.234875247
9/25/24 8:00,9/25/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13188175,13188175,0.362690508,2935605,0.222799256
9/25/24 9:00,9/25/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15428498,15428498,0.42429775,2970461,0.192908257
9/25/24 10:00,9/25/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15726397,15726397,0.432485253,2645943,0.168187499
9/25/24 11:00,9/25/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16280847,16280847,0.44772774,2332574,0.143445745
9/25/24 12:00,9/25/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16870510,16870510,0.463938504,2360317,0.139954001
9/25/24 13:00,9/25/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16472917,16472917,0.452999502,2721532,0.165452749
9/25/24 14:00,9/25/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15380463,15380463,0.422952503,3201204,0.208236247
9/25/24 15:00,9/25/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15658574,15658574,0.430595487,4340760,0.277599245
9/25/24 16:00,9/25/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14410104,14410104,0.396259248,4657687,0.323417991
9/25/24 17:00,9/25/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13522568,13522568,0.371849,4863713,0.359731764
