validfrom (UTC),validto (UTC),point,type,granularity,timezone,activity,classification,capacity (kW),volume (kWh),percentage,emission (kg CO2),emissionfactor (kg CO2/kWh)
1/15/24 14:00,1/15/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23499578,23499578,0.736822724,5230451,0.222688243
1/15/24 15:00,1/15/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22641338,22641338,0.709903777,5586280,0.246801496
1/15/24 16:00,1/15/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22721048,22721048,0.712393999,5889602,0.259223998
1/15/24 17:00,1/15/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22139748,22139748,0.694158733,6055908,0.273542762
1/15/24 18:00,1/15/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21752306,21752306,0.682002485,5968616,0.274388254
1/15/24 19:00,1/15/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21333090,21333090,0.668850005,5670086,0.265787005
1/15/24 20:00,1/15/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19382642,19382642,0.607690275,5355469,0.276339263
1/15/24 21:00,1/15/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17935449,17935449,0.562310517,5053703,0.281803489
1/15/24 22:00,1/15/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17182167,17182167,0.538686514,4648185,0.270509243
1/15/24 23:00,1/16/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15870802,15870802,0.497566998,4331066,0.27290976
1/16/24 0:00,1/16/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15624736,15624736,0.489846259,4398601,0.281533003
1/16/24 1:00,1/16/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14967151,14967151,0.469224244,4311158,0.288086742
1/16/24 2:00,1/16/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14580785,14580785,0.457105994,4267312,0.292679757
1/16/24 3:00,1/16/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14510723,14510723,0.454903513,4282286,0.295094997
1/16/24 4:00,1/16/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16427107,16427107,0.514974475,4992989,0.303862751
1/16/24 5:00,1/16/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18786624,18786624,0.588935494,5995485,0.319015503
1/16/24 6:00,1/16/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19921565,19921565,0.624506235,6437858,0.323168993
1/16/24 7:00,1/16/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19928400,19928400,0.624712527,6345432,0.318408757
1/16/24 8:00,1/16/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20991715,20991715,0.658036232,6377461,0.304075748
1/16/24 9:00,1/16/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22292170,22292170,0.698793769,6417525,0.287896007
1/16/24 10:00,1/16/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24776184,24776184,0.776650012,6328981,0.255959511
1/16/24 11:00,1/16/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,26131274,26131274,0.81911701,5870260,0.224657744
1/16/24 12:00,1/16/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,26622834,26622834,0.834514737,5953907,0.223644748
1/16/24 13:00,1/16/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,25331088,25331088,0.7940135,6031308,0.238137752
1/16/24 14:00,1/16/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23421499,23421499,0.734147251,6196554,0.264912248
1/16/24 15:00,1/16/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20604808,20604808,0.645849764,6319891,0.307191759
1/16/24 16:00,1/16/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19935922,19935922,0.624875724,6323022,0.317196995
1/16/24 17:00,1/16/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20129436,20129436,0.630932748,6161840,0.306160003
1/16/24 18:00,1/16/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20054348,20054348,0.62857151,5761541,0.287285239
1/16/24 19:00,1/16/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19695905,19695905,0.617328525,5185609,0.263306499
1/16/24 20:00,1/16/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19003050,19003050,0.595604777,4651768,0.244771749
1/16/24 21:00,1/16/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18243645,18243645,0.571795523,4309286,0.236193255
1/16/24 22:00,1/16/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17580255,17580255,0.550996721,3953701,0.224875495
1/16/24 23:00,1/17/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17034012,17034012,0.533869505,3748991,0.220080256
1/17/24 0:00,1/17/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15690901,15690901,0.491768003,3366189,0.214506
1/17/24 1:00,1/17/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15198018,15198018,0.476314247,3173057,0.208778754
1/17/24 2:00,1/17/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14304246,14304246,0.448297262,2923297,0.204393744
1/17/24 3:00,1/17/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14014533,14014533,0.439212263,3081579,0.21989575
1/17/24 4:00,1/17/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14855303,14855303,0.465555489,3648301,0.245541751
1/17/24 5:00,1/17/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15954424,15954424,0.499994993,4377695,0.274228513
1/17/24 6:00,1/17/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17478934,17478934,0.54776448,5333323,0.305038512
1/17/24 7:00,1/17/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18082527,18082527,0.566672742,5856976,0.323877752
1/17/24 8:00,1/17/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18675644,18675644,0.585252523,6058036,0.324411243
1/17/24 9:00,1/17/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19746876,19746876,0.618814528,6186800,0.313338995
1/17/24 10:00,1/17/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19957549,19957549,0.625407994,6191124,0.310209006
1/17/24 11:00,1/17/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20101445,20101445,0.629909515,6375961,0.317194492
1/17/24 12:00,1/17/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19564590,19564590,0.613078475,6412447,0.327809244
1/17/24 13:00,1/17/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18867336,18867336,0.591221511,6473890,0.343183994
1/17/24 14:00,1/17/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17975765,17975765,0.563276231,6442721,0.358437002
1/17/24 15:00,1/17/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17182524,17182524,0.538412988,6434920,0.374563247
1/17/24 16:00,1/17/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17063736,17063736,0.534683764,6473550,0.379378259
1/17/24 17:00,1/17/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17331016,17331016,0.543052018,6517443,0.376067251
1/17/24 18:00,1/17/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17720688,17720688,0.555254757,6416460,0.36208576
1/17/24 19:00,1/17/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17623017,17623017,0.552187026,6326107,0.35896349
1/17/24 20:00,1/17/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17198651,17198651,0.538883269,6173800,0.358964264
1/17/24 21:00,1/17/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16003773,16003773,0.501438022,5680317,0.354929507
1/17/24 22:00,1/17/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14927199,14927199,0.467700243,5232523,0.350521743
1/17/24 23:00,1/18/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14445852,14445852,0.452612996,5055877,0.349981993
1/18/24 0:00,1/18/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13896013,13896013,0.435379505,4922002,0.354207993
1/18/24 1:00,1/18/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13911102,13911102,0.435847014,4895022,0.351909012
1/18/24 2:00,1/18/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14140318,14140318,0.44302249,4873511,0.344679236
1/18/24 3:00,1/18/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13983147,13983147,0.438092738,4963746,0.354975998
1/18/24 4:00,1/18/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14982907,14982907,0.469409257,5301394,0.353870511
1/18/24 5:00,1/18/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16696479,16696479,0.523088276,5973174,0.357643753
1/18/24 6:00,1/18/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18114769,18114769,0.567514777,6596819,0.364161253
1/18/24 7:00,1/18/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18459737,18459737,0.578314483,6621693,0.358714014
1/18/24 8:00,1/18/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20476920,20476920,0.641501486,6625643,0.324879736
1/18/24 9:00,1/18/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23993827,23993827,0.751670003,6441021,0.268580496
1/18/24 10:00,1/18/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,26376363,26376363,0.826298237,6392682,0.242448255
1/18/24 11:00,1/18/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,25856410,25856410,0.809999228,6201685,0.239855751
1/18/24 12:00,1/18/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,25518169,25518169,0.799392998,6234261,0.244319499
1/18/24 13:00,1/18/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24221714,24221714,0.758769989,6300119,0.260342985
1/18/24 14:00,1/18/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21508381,21508381,0.673763275,6308741,0.293732256
1/18/24 15:00,1/18/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18693468,18693468,0.585577011,6484949,0.347426742
1/18/24 16:00,1/18/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17942319,17942319,0.562039733,6631113,0.369582236
1/18/24 17:00,1/18/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18073902,18073902,0.566154242,6633590,0.367055506
1/18/24 18:00,1/18/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17940524,17940524,0.561968744,6404246,0.356976241
1/18/24 19:00,1/18/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17476076,17476076,0.547413528,5937522,0.33970049
1/18/24 20:00,1/18/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15736883,15736883,0.49292925,5050455,0.320867509
1/18/24 21:00,1/18/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15030415,15030415,0.470794261,4652269,0.309541255
1/18/24 22:00,1/18/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14290170,14290170,0.447602242,3909923,0.273595244
1/18/24 23:00,1/19/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14117035,14117035,0.442173511,3693495,0.261589736
1/19/24 0:00,1/19/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13559068,13559068,0.424691498,3369426,0.248481005
1/19/24 1:00,1/19/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12568563,12568563,0.393662244,2886179,0.229620501
1/19/24 2:00,1/19/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12599173,12599173,0.394615501,2979034,0.236458257
1/19/24 3:00,1/19/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12509497,12509497,0.391802013,3061408,0.244693249
1/19/24 4:00,1/19/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14461163,14461163,0.452922761,3952705,0.273207009
1/19/24 5:00,1/19/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15101415,15101415,0.472969502,4689417,0.310402006
1/19/24 6:00,1/19/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17275321,17275321,0.541048527,5681565,0.328843504
1/19/24 7:00,1/19/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17929026,17929026,0.561514497,5969921,0.332975
1/19/24 8:00,1/19/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19170946,19170946,0.600401998,5992238,0.313215256
1/19/24 9:00,1/19/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22433887,22433887,0.702583015,5656899,0.252797514
1/19/24 10:00,1/19/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24089818,24089818,0.754433513,4823178,0.200334743
1/19/24 11:00,1/19/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,24749310,24749310,0.775077224,4171527,0.168583497
1/19/24 12:00,1/19/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,23197133,23197133,0.72645849,3670211,0.158212498
1/19/24 13:00,1/19/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22762759,22762759,0.712845981,3669879,0.161241502
1/19/24 14:00,1/19/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21626798,21626798,0.677262723,4035163,0.186923996
1/19/24 15:00,1/19/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18647974,18647974,0.583971024,4480659,0.240926504
1/19/24 16:00,1/19/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17728495,17728495,0.555169761,4712190,0.265799999
1/19/24 17:00,1/19/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17688156,17688156,0.553899229,4623155,0.261366993
1/19/24 18:00,1/19/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16995724,16995724,0.532209277,4374718,0.257397264
1/19/24 19:00,1/19/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16392518,16392518,0.51331377,4050241,0.247031003
1/19/24 20:00,1/19/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14810780,14810780,0.463777244,3286673,0.221832246
1/19/24 21:00,1/19/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13858547,13858547,0.433954,2720071,0.196232751
1/19/24 22:00,1/19/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13327485,13327485,0.417319238,2472576,0.185524002
1/19/24 23:00,1/20/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12998548,12998548,0.407014012,2219174,0.170711994
1/20/24 0:00,1/20/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13140367,13140367,0.411449492,2167465,0.164947003
1/20/24 1:00,1/20/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12738645,12738645,0.398865759,2113922,0.165951505
1/20/24 2:00,1/20/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12819528,12819528,0.401392996,2222653,0.173380494
1/20/24 3:00,1/20/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12753048,12753048,0.399306506,2210397,0.173323244
1/20/24 4:00,1/20/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12859630,12859630,0.402638495,2229370,0.173361003
1/20/24 5:00,1/20/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13402947,13402947,0.419644505,2389687,0.178282246
1/20/24 6:00,1/20/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14466556,14466556,0.452939987,2685282,0.185619757
1/20/24 7:00,1/20/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15612448,15612448,0.488811255,2980139,0.190879747
1/20/24 8:00,1/20/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17358588,17358588,0.543474019,3160708,0.182278752
1/20/24 9:00,1/20/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18546031,18546031,0.580643773,3057795,0.164912507
1/20/24 10:00,1/20/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19859218,19859218,0.62174952,2959947,0.149104252
1/20/24 11:00,1/20/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20520696,20520696,0.642450511,2802959,0.136672243
1/20/24 12:00,1/20/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,22118658,22118658,0.692469776,2712171,0.122634247
1/20/24 13:00,1/20/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21146332,21146332,0.662020504,2731726,0.129353493
1/20/24 14:00,1/20/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18691498,18691498,0.585160732,3172307,0.170322254
1/20/24 15:00,1/20/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16854829,16854829,0.527654767,3739660,0.222133502
1/20/24 16:00,1/20/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15909484,15909484,0.498053014,3723226,0.234034002
1/20/24 17:00,1/20/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16300623,16300623,0.510291517,3614261,0.221733004
1/20/24 18:00,1/20/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16210597,16210597,0.507466733,3476379,0.214449003
1/20/24 19:00,1/20/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15807765,15807765,0.494849503,3323065,0.210197493
1/20/24 20:00,1/20/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14885129,14885129,0.465961248,2933665,0.197052494
1/20/24 21:00,1/20/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14134123,14134123,0.442446262,2671161,0.188982755
1/20/24 22:00,1/20/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13001467,13001467,0.406985253,2309156,0.177533999
1/20/24 23:00,1/21/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12315193,12315193,0.385497749,2078638,0.168777749
1/21/24 0:00,1/21/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11942579,11942579,0.373828739,1886457,0.157966495
1/21/24 1:00,1/21/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12330819,12330819,0.385976762,1896397,0.153809994
1/21/24 2:00,1/21/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12989766,12989766,0.406597763,1923352,0.148086503
1/21/24 3:00,1/21/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13538754,13538754,0.423776746,1922363,0.142009497
1/21/24 4:00,1/21/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13978376,13978376,0.437531501,1947892,0.139349997
1/21/24 5:00,1/21/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14579118,14579118,0.456328988,1966068,0.134866744
1/21/24 6:00,1/21/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15061576,15061576,0.471424013,2033598,0.135018498
1/21/24 7:00,1/21/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15507598,15507598,0.485378236,2116090,0.136456743
1/21/24 8:00,1/21/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16197697,16197697,0.50697124,2178776,0.13455075
1/21/24 9:00,1/21/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17222355,17222355,0.539035022,2144333,0.124532752
1/21/24 10:00,1/21/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17657211,17657211,0.552638233,2114668,0.11977075
1/21/24 11:00,1/21/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18045912,18045912,0.564796507,2119984,0.117477
1/21/24 12:00,1/21/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17755121,17755121,0.5556885,2046541,0.115266249
1/21/24 13:00,1/21/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17175100,17175100,0.537528515,2047414,0.119221747
1/21/24 14:00,1/21/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16862635,16862635,0.527742267,2165424,0.128433749
1/21/24 15:00,1/21/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15969278,15969278,0.499776989,2097172,0.131355256
1/21/24 16:00,1/21/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15702089,15702089,0.491408736,2204992,0.140419006
1/21/24 17:00,1/21/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15784437,15784437,0.493979245,2239212,0.141862005
1/21/24 18:00,1/21/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15762275,15762275,0.493279487,2214061,0.140463248
1/21/24 19:00,1/21/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15275988,15275988,0.478055,2011947,0.131702006
1/21/24 20:00,1/21/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14674565,14674565,0.459227741,1783256,0.121528998
1/21/24 21:00,1/21/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13866360,13866360,0.43393001,1706892,0.123147249
1/21/24 22:00,1/21/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12437310,12437310,0.389204741,1705030,0.137725994
1/21/24 23:00,1/22/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10749268,10749268,0.336376011,1572225,0.146262005
1/22/24 0:00,1/22/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11162058,11162058,0.349288762,1515969,0.135934249
1/22/24 1:00,1/22/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10615696,10615696,0.332187504,1509969,0.142245993
1/22/24 2:00,1/22/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10614712,10614712,0.332152486,1491707,0.140527755
1/22/24 3:00,1/22/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10403886,10403886,0.325551242,1490480,0.143266246
1/22/24 4:00,1/22/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10653213,10653213,0.333348513,1651487,0.154963255
1/22/24 5:00,1/22/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11585337,11585337,0.362511009,1922636,0.165905252
1/22/24 6:00,1/22/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12833483,12833483,0.401560754,2134437,0.166385502
1/22/24 7:00,1/22/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15041778,15041778,0.470652759,2275992,0.151353493
1/22/24 8:00,1/22/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15795878,15795878,0.494241744,2273927,0.143974245
1/22/24 9:00,1/22/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16785362,16785362,0.525195241,2322805,0.138438746
1/22/24 10:00,1/22/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18078404,18078404,0.565645754,2119431,0.117374502
1/22/24 11:00,1/22/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19935666,19935666,0.623748779,1890668,0.094960772
1/22/24 12:00,1/22/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,21046678,21046678,0.658501744,1750291,0.083179548
1/22/24 13:00,1/22/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20219703,20219703,0.6326195,1700945,0.084229678
1/22/24 14:00,1/22/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18436526,18436526,0.576821029,1973212,0.107166827
1/22/24 15:00,1/22/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16564222,16564222,0.518236279,2260561,0.136731252
1/22/24 16:00,1/22/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16056795,16056795,0.502354026,2497601,0.155541003
1/22/24 17:00,1/22/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15832592,15832592,0.495332986,2475935,0.156377748
1/22/24 18:00,1/22/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15357919,15357919,0.48047626,2309722,0.150384247
1/22/24 19:00,1/22/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15338694,15338694,0.479869246,2285042,0.148977995
1/22/24 20:00,1/22/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14645795,14645795,0.458186001,1919577,0.13103725
1/22/24 21:00,1/22/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14174203,14174203,0.44342649,1701796,0.120055497
1/22/24 22:00,1/22/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13533824,13533824,0.423387259,1591297,0.117576003
1/22/24 23:00,1/23/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13421901,13421901,0.419880748,1481039,0.110343501
1/23/24 0:00,1/23/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13235499,13235499,0.414043993,1445210,0.109192498
1/23/24 1:00,1/23/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13438130,13438130,0.420377493,1473917,0.109677002
1/23/24 2:00,1/23/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13231277,13231277,0.413901001,1431585,0.108198747
1/23/24 3:00,1/23/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12877851,12877851,0.402840257,1470513,0.114192002
1/23/24 4:00,1/23/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13314033,13314033,0.416479498,1551728,0.11654225
1/23/24 5:00,1/23/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14318251,14318251,0.447886735,1946852,0.135809243
1/23/24 6:00,1/23/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15603283,15603283,0.488077492,2743954,0.175821006
1/23/24 7:00,1/23/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15492952,15492952,0.484620005,3183088,0.205514506
1/23/24 8:00,1/23/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15439106,15439106,0.482929498,3165614,0.205142006
1/23/24 9:00,1/23/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17609705,17609705,0.550817728,2921529,0.166662753
1/23/24 10:00,1/23/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20250453,20250453,0.633410275,2567977,0.126929507
1/23/24 11:00,1/23/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20382634,20382634,0.637536526,2241879,0.10998325
1/23/24 12:00,1/23/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20189786,20189786,0.631496489,2215550,0.109770499
1/23/24 13:00,1/23/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18312719,18312719,0.572777987,2569613,0.140772507
1/23/24 14:00,1/23/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16669579,16669579,0.521377742,2723218,0.163381755
