Forecasted Load,forecast_date,target_datetime
8441.0,2025-03-25,2025-03-25 14:15:00+01:00
8459.0,2025-03-25,2025-03-25 14:30:00+01:00
8536.0,2025-03-25,2025-03-25 14:45:00+01:00
8566.0,2025-03-25,2025-03-25 15:00:00+01:00
8729.0,2025-03-25,2025-03-25 15:15:00+01:00
8968.0,2025-03-25,2025-03-25 15:30:00+01:00
9159.0,2025-03-25,2025-03-25 15:45:00+01:00
9401.0,2025-03-25,2025-03-25 16:00:00+01:00
9831.0,2025-03-25,2025-03-25 16:15:00+01:00
10344.0,2025-03-25,2025-03-25 16:30:00+01:00
10908.0,2025-03-25,2025-03-25 16:45:00+01:00
11601.0,2025-03-25,2025-03-25 17:00:00+01:00
12267.0,2025-03-25,2025-03-25 17:15:00+01:00
12904.0,2025-03-25,2025-03-25 17:30:00+01:00
13396.0,2025-03-25,2025-03-25 17:45:00+01:00
13746.0,2025-03-25,2025-03-25 18:00:00+01:00
13995.0,2025-03-25,2025-03-25 18:15:00+01:00
14239.0,2025-03-25,2025-03-25 18:30:00+01:00
14381.0,2025-03-25,2025-03-25 18:45:00+01:00
14480.0,2025-03-25,2025-03-25 19:00:00+01:00
14377.0,2025-03-25,2025-03-25 19:15:00+01:00
14253.0,2025-03-25,2025-03-25 19:30:00+01:00
14141.0,2025-03-25,2025-03-25 19:45:00+01:00
14035.0,2025-03-25,2025-03-25 20:00:00+01:00
13836.0,2025-03-25,2025-03-25 20:15:00+01:00
13669.0,2025-03-25,2025-03-25 20:30:00+01:00
13464.0,2025-03-25,2025-03-25 20:45:00+01:00
13288.0,2025-03-25,2025-03-25 21:00:00+01:00
13171.0,2025-03-25,2025-03-25 21:15:00+01:00
13058.0,2025-03-25,2025-03-25 21:30:00+01:00
12946.0,2025-03-25,2025-03-25 21:45:00+01:00
12682.0,2025-03-25,2025-03-25 22:00:00+01:00
12512.0,2025-03-25,2025-03-25 22:15:00+01:00
12387.0,2025-03-25,2025-03-25 22:30:00+01:00
12217.0,2025-03-25,2025-03-25 22:45:00+01:00
12022.0,2025-03-25,2025-03-25 23:00:00+01:00
11914.0,2025-03-25,2025-03-25 23:15:00+01:00
11846.0,2025-03-25,2025-03-25 23:30:00+01:00
11705.0,2025-03-25,2025-03-25 23:45:00+01:00
11567.0,2025-03-26,2025-03-26 00:00:00+01:00
11556.0,2025-03-26,2025-03-26 00:15:00+01:00
11497.0,2025-03-26,2025-03-26 00:30:00+01:00
11415.0,2025-03-26,2025-03-26 00:45:00+01:00
11353.0,2025-03-26,2025-03-26 01:00:00+01:00
11323.0,2025-03-26,2025-03-26 01:15:00+01:00
11256.0,2025-03-26,2025-03-26 01:30:00+01:00
11151.0,2025-03-26,2025-03-26 01:45:00+01:00
11136.0,2025-03-26,2025-03-26 02:00:00+01:00
11089.0,2025-03-26,2025-03-26 02:15:00+01:00
11057.0,2025-03-26,2025-03-26 02:30:00+01:00
11054.0,2025-03-26,2025-03-26 02:45:00+01:00
11067.0,2025-03-26,2025-03-26 03:00:00+01:00
11114.0,2025-03-26,2025-03-26 03:15:00+01:00
11121.0,2025-03-26,2025-03-26 03:30:00+01:00
11161.0,2025-03-26,2025-03-26 03:45:00+01:00
11233.0,2025-03-26,2025-03-26 04:00:00+01:00
11283.0,2025-03-26,2025-03-26 04:15:00+01:00
11334.0,2025-03-26,2025-03-26 04:30:00+01:00
11366.0,2025-03-26,2025-03-26 04:45:00+01:00
11516.0,2025-03-26,2025-03-26 05:00:00+01:00
11647.0,2025-03-26,2025-03-26 05:15:00+01:00
11763.0,2025-03-26,2025-03-26 05:30:00+01:00
11910.0,2025-03-26,2025-03-26 05:45:00+01:00
12131.0,2025-03-26,2025-03-26 06:00:00+01:00
12461.0,2025-03-26,2025-03-26 06:15:00+01:00
12659.0,2025-03-26,2025-03-26 06:30:00+01:00
12890.0,2025-03-26,2025-03-26 06:45:00+01:00
13071.0,2025-03-26,2025-03-26 07:00:00+01:00
13287.0,2025-03-26,2025-03-26 07:15:00+01:00
13254.0,2025-03-26,2025-03-26 07:30:00+01:00
13193.0,2025-03-26,2025-03-26 07:45:00+01:00
13097.0,2025-03-26,2025-03-26 08:00:00+01:00
12805.0,2025-03-26,2025-03-26 08:15:00+01:00
12397.0,2025-03-26,2025-03-26 08:30:00+01:00
12107.0,2025-03-26,2025-03-26 08:45:00+01:00
11704.0,2025-03-26,2025-03-26 09:00:00+01:00
11088.0,2025-03-26,2025-03-26 09:15:00+01:00
10632.0,2025-03-26,2025-03-26 09:30:00+01:00
10165.0,2025-03-26,2025-03-26 09:45:00+01:00
10024.0,2025-03-26,2025-03-26 10:00:00+01:00
9687.0,2025-03-26,2025-03-26 10:15:00+01:00
9512.0,2025-03-26,2025-03-26 10:30:00+01:00
9292.0,2025-03-26,2025-03-26 10:45:00+01:00
9384.0,2025-03-26,2025-03-26 11:00:00+01:00
8976.0,2025-03-26,2025-03-26 11:15:00+01:00
8783.0,2025-03-26,2025-03-26 11:30:00+01:00
8640.0,2025-03-26,2025-03-26 11:45:00+01:00
8732.0,2025-03-26,2025-03-26 12:00:00+01:00
8695.0,2025-03-26,2025-03-26 12:15:00+01:00
8604.0,2025-03-26,2025-03-26 12:30:00+01:00
8568.0,2025-03-26,2025-03-26 12:45:00+01:00
8587.0,2025-03-26,2025-03-26 13:00:00+01:00
8674.0,2025-03-26,2025-03-26 13:15:00+01:00
8678.0,2025-03-26,2025-03-26 13:30:00+01:00
8637.0,2025-03-26,2025-03-26 13:45:00+01:00
8607.0,2025-03-26,2025-03-26 14:00:00+01:00
8705.0,2025-03-26,2025-03-26 14:15:00+01:00
8732.0,2025-03-26,2025-03-26 14:30:00+01:00
8806.0,2025-03-26,2025-03-26 14:45:00+01:00
8741.0,2025-03-26,2025-03-26 15:00:00+01:00
9044.0,2025-03-26,2025-03-26 15:15:00+01:00
9263.0,2025-03-26,2025-03-26 15:30:00+01:00
9540.0,2025-03-26,2025-03-26 15:45:00+01:00
9686.0,2025-03-26,2025-03-26 16:00:00+01:00
10111.0,2025-03-26,2025-03-26 16:15:00+01:00
10610.0,2025-03-26,2025-03-26 16:30:00+01:00
11216.0,2025-03-26,2025-03-26 16:45:00+01:00
11846.0,2025-03-26,2025-03-26 17:00:00+01:00
12545.0,2025-03-26,2025-03-26 17:15:00+01:00
13122.0,2025-03-26,2025-03-26 17:30:00+01:00
13550.0,2025-03-26,2025-03-26 17:45:00+01:00
13884.0,2025-03-26,2025-03-26 18:00:00+01:00
14193.0,2025-03-26,2025-03-26 18:15:00+01:00
14379.0,2025-03-26,2025-03-26 18:30:00+01:00
14477.0,2025-03-26,2025-03-26 18:45:00+01:00
14565.0,2025-03-26,2025-03-26 19:00:00+01:00
14561.0,2025-03-26,2025-03-26 19:15:00+01:00
14497.0,2025-03-26,2025-03-26 19:30:00+01:00
14458.0,2025-03-26,2025-03-26 19:45:00+01:00
14395.0,2025-03-26,2025-03-26 20:00:00+01:00
14237.0,2025-03-26,2025-03-26 20:15:00+01:00
14080.0,2025-03-26,2025-03-26 20:30:00+01:00
13941.0,2025-03-26,2025-03-26 20:45:00+01:00
13664.0,2025-03-26,2025-03-26 21:00:00+01:00
13411.0,2025-03-26,2025-03-26 21:15:00+01:00
13246.0,2025-03-26,2025-03-26 21:30:00+01:00
13051.0,2025-03-26,2025-03-26 21:45:00+01:00
12809.0,2025-03-26,2025-03-26 22:00:00+01:00
12680.0,2025-03-26,2025-03-26 22:15:00+01:00
12552.0,2025-03-26,2025-03-26 22:30:00+01:00
12432.0,2025-03-26,2025-03-26 22:45:00+01:00
12253.0,2025-03-26,2025-03-26 23:00:00+01:00
12066.0,2025-03-26,2025-03-26 23:15:00+01:00
11934.0,2025-03-26,2025-03-26 23:30:00+01:00
11744.0,2025-03-26,2025-03-26 23:45:00+01:00
11578.0,2025-03-27,2025-03-27 00:00:00+01:00
11566.0,2025-03-27,2025-03-27 00:15:00+01:00
11494.0,2025-03-27,2025-03-27 00:30:00+01:00
11406.0,2025-03-27,2025-03-27 00:45:00+01:00
11337.0,2025-03-27,2025-03-27 01:00:00+01:00
11293.0,2025-03-27,2025-03-27 01:15:00+01:00
11191.0,2025-03-27,2025-03-27 01:30:00+01:00
11152.0,2025-03-27,2025-03-27 01:45:00+01:00
11140.0,2025-03-27,2025-03-27 02:00:00+01:00
11113.0,2025-03-27,2025-03-27 02:15:00+01:00
11117.0,2025-03-27,2025-03-27 02:30:00+01:00
11089.0,2025-03-27,2025-03-27 02:45:00+01:00
11116.0,2025-03-27,2025-03-27 03:00:00+01:00
11225.0,2025-03-27,2025-03-27 03:15:00+01:00
11251.0,2025-03-27,2025-03-27 03:30:00+01:00
11229.0,2025-03-27,2025-03-27 03:45:00+01:00
11226.0,2025-03-27,2025-03-27 04:00:00+01:00
11268.0,2025-03-27,2025-03-27 04:15:00+01:00
11363.0,2025-03-27,2025-03-27 04:30:00+01:00
11357.0,2025-03-27,2025-03-27 04:45:00+01:00
11404.0,2025-03-27,2025-03-27 05:00:00+01:00
11523.0,2025-03-27,2025-03-27 05:15:00+01:00
11709.0,2025-03-27,2025-03-27 05:30:00+01:00
11913.0,2025-03-27,2025-03-27 05:45:00+01:00
12153.0,2025-03-27,2025-03-27 06:00:00+01:00
12409.0,2025-03-27,2025-03-27 06:15:00+01:00
12590.0,2025-03-27,2025-03-27 06:30:00+01:00
12857.0,2025-03-27,2025-03-27 06:45:00+01:00
13058.0,2025-03-27,2025-03-27 07:00:00+01:00
13246.0,2025-03-27,2025-03-27 07:15:00+01:00
13265.0,2025-03-27,2025-03-27 07:30:00+01:00
13177.0,2025-03-27,2025-03-27 07:45:00+01:00
12998.0,2025-03-27,2025-03-27 08:00:00+01:00
12760.0,2025-03-27,2025-03-27 08:15:00+01:00
12429.0,2025-03-27,2025-03-27 08:30:00+01:00
12015.0,2025-03-27,2025-03-27 08:45:00+01:00
11428.0,2025-03-27,2025-03-27 09:00:00+01:00
10926.0,2025-03-27,2025-03-27 09:15:00+01:00
10652.0,2025-03-27,2025-03-27 09:30:00+01:00
10419.0,2025-03-27,2025-03-27 09:45:00+01:00
10102.0,2025-03-27,2025-03-27 10:00:00+01:00
9768.0,2025-03-27,2025-03-27 10:15:00+01:00
9632.0,2025-03-27,2025-03-27 10:30:00+01:00
9505.0,2025-03-27,2025-03-27 10:45:00+01:00
9359.0,2025-03-27,2025-03-27 11:00:00+01:00
9164.0,2025-03-27,2025-03-27 11:15:00+01:00
9075.0,2025-03-27,2025-03-27 11:30:00+01:00
9060.0,2025-03-27,2025-03-27 11:45:00+01:00
9108.0,2025-03-27,2025-03-27 12:00:00+01:00
9041.0,2025-03-27,2025-03-27 12:15:00+01:00
9013.0,2025-03-27,2025-03-27 12:30:00+01:00
9022.0,2025-03-27,2025-03-27 12:45:00+01:00
9083.0,2025-03-27,2025-03-27 13:00:00+01:00
9178.0,2025-03-27,2025-03-27 13:15:00+01:00
9225.0,2025-03-27,2025-03-27 13:30:00+01:00
9205.0,2025-03-27,2025-03-27 13:45:00+01:00
9240.0,2025-03-27,2025-03-27 14:00:00+01:00
9264.0,2025-03-27,2025-03-27 14:15:00+01:00
9345.0,2025-03-27,2025-03-27 14:30:00+01:00
9406.0,2025-03-27,2025-03-27 14:45:00+01:00
9440.0,2025-03-27,2025-03-27 15:00:00+01:00
9534.0,2025-03-27,2025-03-27 15:15:00+01:00
9801.0,2025-03-27,2025-03-27 15:30:00+01:00
10127.0,2025-03-27,2025-03-27 15:45:00+01:00
10529.0,2025-03-27,2025-03-27 16:00:00+01:00
11015.0,2025-03-27,2025-03-27 16:15:00+01:00
11470.0,2025-03-27,2025-03-27 16:30:00+01:00
11945.0,2025-03-27,2025-03-27 16:45:00+01:00
12402.0,2025-03-27,2025-03-27 17:00:00+01:00
12990.0,2025-03-27,2025-03-27 17:15:00+01:00
13470.0,2025-03-27,2025-03-27 17:30:00+01:00
13902.0,2025-03-27,2025-03-27 17:45:00+01:00
14247.0,2025-03-27,2025-03-27 18:00:00+01:00
14472.0,2025-03-27,2025-03-27 18:15:00+01:00
14617.0,2025-03-27,2025-03-27 18:30:00+01:00
14669.0,2025-03-27,2025-03-27 18:45:00+01:00
14722.0,2025-03-27,2025-03-27 19:00:00+01:00
14727.0,2025-03-27,2025-03-27 19:15:00+01:00
14740.0,2025-03-27,2025-03-27 19:30:00+01:00
14711.0,2025-03-27,2025-03-27 19:45:00+01:00
14583.0,2025-03-27,2025-03-27 20:00:00+01:00
14398.0,2025-03-27,2025-03-27 20:15:00+01:00
14299.0,2025-03-27,2025-03-27 20:30:00+01:00
14174.0,2025-03-27,2025-03-27 20:45:00+01:00
14074.0,2025-03-27,2025-03-27 21:00:00+01:00
13853.0,2025-03-27,2025-03-27 21:15:00+01:00
13629.0,2025-03-27,2025-03-27 21:30:00+01:00
13495.0,2025-03-27,2025-03-27 21:45:00+01:00
13320.0,2025-03-27,2025-03-27 22:00:00+01:00
13296.0,2025-03-27,2025-03-27 22:15:00+01:00
13213.0,2025-03-27,2025-03-27 22:30:00+01:00
13077.0,2025-03-27,2025-03-27 22:45:00+01:00
12807.0,2025-03-27,2025-03-27 23:00:00+01:00
12611.0,2025-03-27,2025-03-27 23:15:00+01:00
12461.0,2025-03-27,2025-03-27 23:30:00+01:00
12295.0,2025-03-27,2025-03-27 23:45:00+01:00
12141.0,2025-03-28,2025-03-28 00:00:00+01:00
11954.0,2025-03-28,2025-03-28 00:15:00+01:00
11765.0,2025-03-28,2025-03-28 00:30:00+01:00
11610.0,2025-03-28,2025-03-28 00:45:00+01:00
11543.0,2025-03-28,2025-03-28 01:00:00+01:00
11503.0,2025-03-28,2025-03-28 01:15:00+01:00
11434.0,2025-03-28,2025-03-28 01:30:00+01:00
11378.0,2025-03-28,2025-03-28 01:45:00+01:00
11312.0,2025-03-28,2025-03-28 02:00:00+01:00
11302.0,2025-03-28,2025-03-28 02:15:00+01:00
11260.0,2025-03-28,2025-03-28 02:30:00+01:00
11238.0,2025-03-28,2025-03-28 02:45:00+01:00
11227.0,2025-03-28,2025-03-28 03:00:00+01:00
11213.0,2025-03-28,2025-03-28 03:15:00+01:00
11158.0,2025-03-28,2025-03-28 03:30:00+01:00
11136.0,2025-03-28,2025-03-28 03:45:00+01:00
11159.0,2025-03-28,2025-03-28 04:00:00+01:00
11235.0,2025-03-28,2025-03-28 04:15:00+01:00
11246.0,2025-03-28,2025-03-28 04:30:00+01:00
11237.0,2025-03-28,2025-03-28 04:45:00+01:00
11299.0,2025-03-28,2025-03-28 05:00:00+01:00
11384.0,2025-03-28,2025-03-28 05:15:00+01:00
11548.0,2025-03-28,2025-03-28 05:30:00+01:00
11696.0,2025-03-28,2025-03-28 05:45:00+01:00
11907.0,2025-03-28,2025-03-28 06:00:00+01:00
12117.0,2025-03-28,2025-03-28 06:15:00+01:00
12284.0,2025-03-28,2025-03-28 06:30:00+01:00
12528.0,2025-03-28,2025-03-28 06:45:00+01:00
12758.0,2025-03-28,2025-03-28 07:00:00+01:00
12973.0,2025-03-28,2025-03-28 07:15:00+01:00
12981.0,2025-03-28,2025-03-28 07:30:00+01:00
12877.0,2025-03-28,2025-03-28 07:45:00+01:00
12619.0,2025-03-28,2025-03-28 08:00:00+01:00
12194.0,2025-03-28,2025-03-28 08:15:00+01:00
11894.0,2025-03-28,2025-03-28 08:30:00+01:00
11585.0,2025-03-28,2025-03-28 08:45:00+01:00
10955.0,2025-03-28,2025-03-28 09:00:00+01:00
10355.0,2025-03-28,2025-03-28 09:15:00+01:00
9893.0,2025-03-28,2025-03-28 09:30:00+01:00
9626.0,2025-03-28,2025-03-28 09:45:00+01:00
9388.0,2025-03-28,2025-03-28 10:00:00+01:00
8898.0,2025-03-28,2025-03-28 10:15:00+01:00
8599.0,2025-03-28,2025-03-28 10:30:00+01:00
8362.0,2025-03-28,2025-03-28 10:45:00+01:00
8256.0,2025-03-28,2025-03-28 11:00:00+01:00
8154.0,2025-03-28,2025-03-28 11:15:00+01:00
8025.0,2025-03-28,2025-03-28 11:30:00+01:00
8029.0,2025-03-28,2025-03-28 11:45:00+01:00
8050.0,2025-03-28,2025-03-28 12:00:00+01:00
7958.0,2025-03-28,2025-03-28 12:15:00+01:00
7849.0,2025-03-28,2025-03-28 12:30:00+01:00
7895.0,2025-03-28,2025-03-28 12:45:00+01:00
8024.0,2025-03-28,2025-03-28 13:00:00+01:00
8120.0,2025-03-28,2025-03-28 13:15:00+01:00
8197.0,2025-03-28,2025-03-28 13:30:00+01:00
8207.0,2025-03-28,2025-03-28 13:45:00+01:00
8219.0,2025-03-28,2025-03-28 14:00:00+01:00
8301.0,2025-03-28,2025-03-28 14:15:00+01:00
8380.0,2025-03-28,2025-03-28 14:30:00+01:00
8502.0,2025-03-28,2025-03-28 14:45:00+01:00
8648.0,2025-03-28,2025-03-28 15:00:00+01:00
8953.0,2025-03-28,2025-03-28 15:15:00+01:00
9218.0,2025-03-28,2025-03-28 15:30:00+01:00
9520.0,2025-03-28,2025-03-28 15:45:00+01:00
9791.0,2025-03-28,2025-03-28 16:00:00+01:00
10242.0,2025-03-28,2025-03-28 16:15:00+01:00
10700.0,2025-03-28,2025-03-28 16:30:00+01:00
11014.0,2025-03-28,2025-03-28 16:45:00+01:00
11311.0,2025-03-28,2025-03-28 17:00:00+01:00
11845.0,2025-03-28,2025-03-28 17:15:00+01:00
12343.0,2025-03-28,2025-03-28 17:30:00+01:00
12657.0,2025-03-28,2025-03-28 17:45:00+01:00
12905.0,2025-03-28,2025-03-28 18:00:00+01:00
13110.0,2025-03-28,2025-03-28 18:15:00+01:00
13337.0,2025-03-28,2025-03-28 18:30:00+01:00
13428.0,2025-03-28,2025-03-28 18:45:00+01:00
13502.0,2025-03-28,2025-03-28 19:00:00+01:00
13519.0,2025-03-28,2025-03-28 19:15:00+01:00
13447.0,2025-03-28,2025-03-28 19:30:00+01:00
13390.0,2025-03-28,2025-03-28 19:45:00+01:00
13271.0,2025-03-28,2025-03-28 20:00:00+01:00
13081.0,2025-03-28,2025-03-28 20:15:00+01:00
12933.0,2025-03-28,2025-03-28 20:30:00+01:00
12837.0,2025-03-28,2025-03-28 20:45:00+01:00
12826.0,2025-03-28,2025-03-28 21:00:00+01:00
12691.0,2025-03-28,2025-03-28 21:15:00+01:00
12496.0,2025-03-28,2025-03-28 21:30:00+01:00
12389.0,2025-03-28,2025-03-28 21:45:00+01:00
12229.0,2025-03-28,2025-03-28 22:00:00+01:00
12053.0,2025-03-28,2025-03-28 22:15:00+01:00
11926.0,2025-03-28,2025-03-28 22:30:00+01:00
11744.0,2025-03-28,2025-03-28 22:45:00+01:00
11555.0,2025-03-28,2025-03-28 23:00:00+01:00
11443.0,2025-03-28,2025-03-28 23:15:00+01:00
11358.0,2025-03-28,2025-03-28 23:30:00+01:00
11292.0,2025-03-28,2025-03-28 23:45:00+01:00
11268.0,2025-03-29,2025-03-29 00:00:00+01:00
11233.0,2025-03-29,2025-03-29 00:15:00+01:00
11171.0,2025-03-29,2025-03-29 00:30:00+01:00
11042.0,2025-03-29,2025-03-29 00:45:00+01:00
10997.0,2025-03-29,2025-03-29 01:00:00+01:00
10915.0,2025-03-29,2025-03-29 01:15:00+01:00
10823.0,2025-03-29,2025-03-29 01:30:00+01:00
10750.0,2025-03-29,2025-03-29 01:45:00+01:00
10651.0,2025-03-29,2025-03-29 02:00:00+01:00
10630.0,2025-03-29,2025-03-29 02:15:00+01:00
10592.0,2025-03-29,2025-03-29 02:30:00+01:00
10568.0,2025-03-29,2025-03-29 02:45:00+01:00
10508.0,2025-03-29,2025-03-29 03:00:00+01:00
10573.0,2025-03-29,2025-03-29 03:15:00+01:00
10611.0,2025-03-29,2025-03-29 03:30:00+01:00
10584.0,2025-03-29,2025-03-29 03:45:00+01:00
10581.0,2025-03-29,2025-03-29 04:00:00+01:00
10583.0,2025-03-29,2025-03-29 04:15:00+01:00
10604.0,2025-03-29,2025-03-29 04:30:00+01:00
10637.0,2025-03-29,2025-03-29 04:45:00+01:00
10643.0,2025-03-29,2025-03-29 05:00:00+01:00
10679.0,2025-03-29,2025-03-29 05:15:00+01:00
10676.0,2025-03-29,2025-03-29 05:30:00+01:00
10679.0,2025-03-29,2025-03-29 05:45:00+01:00
10703.0,2025-03-29,2025-03-29 06:00:00+01:00
10843.0,2025-03-29,2025-03-29 06:15:00+01:00
10846.0,2025-03-29,2025-03-29 06:30:00+01:00
10791.0,2025-03-29,2025-03-29 06:45:00+01:00
10763.0,2025-03-29,2025-03-29 07:00:00+01:00
10663.0,2025-03-29,2025-03-29 07:15:00+01:00
10579.0,2025-03-29,2025-03-29 07:30:00+01:00
10352.0,2025-03-29,2025-03-29 07:45:00+01:00
10087.0,2025-03-29,2025-03-29 08:00:00+01:00
9780.0,2025-03-29,2025-03-29 08:15:00+01:00
9570.0,2025-03-29,2025-03-29 08:30:00+01:00
9381.0,2025-03-29,2025-03-29 08:45:00+01:00
9101.0,2025-03-29,2025-03-29 09:00:00+01:00
8801.0,2025-03-29,2025-03-29 09:15:00+01:00
8581.0,2025-03-29,2025-03-29 09:30:00+01:00
8367.0,2025-03-29,2025-03-29 09:45:00+01:00
8038.0,2025-03-29,2025-03-29 10:00:00+01:00
7581.0,2025-03-29,2025-03-29 10:15:00+01:00
7306.0,2025-03-29,2025-03-29 10:30:00+01:00
7059.0,2025-03-29,2025-03-29 10:45:00+01:00
7173.0,2025-03-29,2025-03-29 11:00:00+01:00
7046.0,2025-03-29,2025-03-29 11:15:00+01:00
6996.0,2025-03-29,2025-03-29 11:30:00+01:00
6911.0,2025-03-29,2025-03-29 11:45:00+01:00
6913.0,2025-03-29,2025-03-29 12:00:00+01:00
6933.0,2025-03-29,2025-03-29 12:15:00+01:00
6954.0,2025-03-29,2025-03-29 12:30:00+01:00
6922.0,2025-03-29,2025-03-29 12:45:00+01:00
7002.0,2025-03-29,2025-03-29 13:00:00+01:00
7064.0,2025-03-29,2025-03-29 13:15:00+01:00
7150.0,2025-03-29,2025-03-29 13:30:00+01:00
7145.0,2025-03-29,2025-03-29 13:45:00+01:00
7243.0,2025-03-29,2025-03-29 14:00:00+01:00
7196.0,2025-03-29,2025-03-29 14:15:00+01:00
7307.0,2025-03-29,2025-03-29 14:30:00+01:00
7419.0,2025-03-29,2025-03-29 14:45:00+01:00
7535.0,2025-03-29,2025-03-29 15:00:00+01:00
7850.0,2025-03-29,2025-03-29 15:15:00+01:00
8063.0,2025-03-29,2025-03-29 15:30:00+01:00
8292.0,2025-03-29,2025-03-29 15:45:00+01:00
8527.0,2025-03-29,2025-03-29 16:00:00+01:00
8883.0,2025-03-29,2025-03-29 16:15:00+01:00
9272.0,2025-03-29,2025-03-29 16:30:00+01:00
9641.0,2025-03-29,2025-03-29 16:45:00+01:00
10060.0,2025-03-29,2025-03-29 17:00:00+01:00
10648.0,2025-03-29,2025-03-29 17:15:00+01:00
11042.0,2025-03-29,2025-03-29 17:30:00+01:00
11410.0,2025-03-29,2025-03-29 17:45:00+01:00
11712.0,2025-03-29,2025-03-29 18:00:00+01:00
12011.0,2025-03-29,2025-03-29 18:15:00+01:00
12134.0,2025-03-29,2025-03-29 18:30:00+01:00
12220.0,2025-03-29,2025-03-29 18:45:00+01:00
12262.0,2025-03-29,2025-03-29 19:00:00+01:00
12261.0,2025-03-29,2025-03-29 19:15:00+01:00
12160.0,2025-03-29,2025-03-29 19:30:00+01:00
12077.0,2025-03-29,2025-03-29 19:45:00+01:00
11978.0,2025-03-29,2025-03-29 20:00:00+01:00
11839.0,2025-03-29,2025-03-29 20:15:00+01:00
11754.0,2025-03-29,2025-03-29 20:30:00+01:00
11628.0,2025-03-29,2025-03-29 20:45:00+01:00
11509.0,2025-03-29,2025-03-29 21:00:00+01:00
11476.0,2025-03-29,2025-03-29 21:15:00+01:00
11423.0,2025-03-29,2025-03-29 21:30:00+01:00
11337.0,2025-03-29,2025-03-29 21:45:00+01:00
11271.0,2025-03-29,2025-03-29 22:00:00+01:00
11169.0,2025-03-29,2025-03-29 22:15:00+01:00
11023.0,2025-03-29,2025-03-29 22:30:00+01:00
11000.0,2025-03-29,2025-03-29 22:45:00+01:00
10877.0,2025-03-29,2025-03-29 23:00:00+01:00
10768.0,2025-03-29,2025-03-29 23:15:00+01:00
10638.0,2025-03-29,2025-03-29 23:30:00+01:00
10561.0,2025-03-29,2025-03-29 23:45:00+01:00
11460.0,2025-03-30,2025-03-30 00:00:00+01:00
11387.0,2025-03-30,2025-03-30 00:15:00+01:00
11254.0,2025-03-30,2025-03-30 00:30:00+01:00
11177.0,2025-03-30,2025-03-30 00:45:00+01:00
11024.0,2025-03-30,2025-03-30 01:00:00+01:00
10944.0,2025-03-30,2025-03-30 01:15:00+01:00
10845.0,2025-03-30,2025-03-30 01:30:00+01:00
10718.0,2025-03-30,2025-03-30 01:45:00+01:00
10554.0,2025-03-30,2025-03-30 03:00:00+02:00
10459.0,2025-03-30,2025-03-30 03:15:00+02:00
10365.0,2025-03-30,2025-03-30 03:30:00+02:00
10293.0,2025-03-30,2025-03-30 03:45:00+02:00
10268.0,2025-03-30,2025-03-30 04:00:00+02:00
10232.0,2025-03-30,2025-03-30 04:15:00+02:00
10189.0,2025-03-30,2025-03-30 04:30:00+02:00
10148.0,2025-03-30,2025-03-30 04:45:00+02:00
10161.0,2025-03-30,2025-03-30 05:00:00+02:00
10212.0,2025-03-30,2025-03-30 05:15:00+02:00
10219.0,2025-03-30,2025-03-30 05:30:00+02:00
10273.0,2025-03-30,2025-03-30 05:45:00+02:00
10332.0,2025-03-30,2025-03-30 06:00:00+02:00
10373.0,2025-03-30,2025-03-30 06:15:00+02:00
10366.0,2025-03-30,2025-03-30 06:30:00+02:00
10366.0,2025-03-30,2025-03-30 06:45:00+02:00
10414.0,2025-03-30,2025-03-30 07:00:00+02:00
10389.0,2025-03-30,2025-03-30 07:15:00+02:00
10324.0,2025-03-30,2025-03-30 07:30:00+02:00
10290.0,2025-03-30,2025-03-30 07:45:00+02:00
10213.0,2025-03-30,2025-03-30 08:00:00+02:00
10169.0,2025-03-30,2025-03-30 08:15:00+02:00
10133.0,2025-03-30,2025-03-30 08:30:00+02:00
10177.0,2025-03-30,2025-03-30 08:45:00+02:00
10227.0,2025-03-30,2025-03-30 09:00:00+02:00
10250.0,2025-03-30,2025-03-30 09:15:00+02:00
10404.0,2025-03-30,2025-03-30 09:30:00+02:00
10465.0,2025-03-30,2025-03-30 09:45:00+02:00
10637.0,2025-03-30,2025-03-30 10:00:00+02:00
10699.0,2025-03-30,2025-03-30 10:15:00+02:00
10673.0,2025-03-30,2025-03-30 10:30:00+02:00
10771.0,2025-03-30,2025-03-30 10:45:00+02:00
10935.0,2025-03-30,2025-03-30 11:00:00+02:00
10921.0,2025-03-30,2025-03-30 11:15:00+02:00
10937.0,2025-03-30,2025-03-30 11:30:00+02:00
10833.0,2025-03-30,2025-03-30 11:45:00+02:00
10877.0,2025-03-30,2025-03-30 12:00:00+02:00
10899.0,2025-03-30,2025-03-30 12:15:00+02:00
10799.0,2025-03-30,2025-03-30 12:30:00+02:00
10772.0,2025-03-30,2025-03-30 12:45:00+02:00
10670.0,2025-03-30,2025-03-30 13:00:00+02:00
10613.0,2025-03-30,2025-03-30 13:15:00+02:00
10488.0,2025-03-30,2025-03-30 13:30:00+02:00
10551.0,2025-03-30,2025-03-30 13:45:00+02:00
10505.0,2025-03-30,2025-03-30 14:00:00+02:00
10442.0,2025-03-30,2025-03-30 14:15:00+02:00
10356.0,2025-03-30,2025-03-30 14:30:00+02:00
10307.0,2025-03-30,2025-03-30 14:45:00+02:00
10154.0,2025-03-30,2025-03-30 15:00:00+02:00
10137.0,2025-03-30,2025-03-30 15:15:00+02:00
10197.0,2025-03-30,2025-03-30 15:30:00+02:00
